Year,Location,Gender,Age Group,Measure Type,Population
2011,Chichester,Total,All Ages,Value,113995.0
2011,Chichester,Total,Aged 0 to 15,Value,18630.0
2011,Chichester,Total,Aged 16+,Value,95365.0
2011,Chichester,Total,Aged 16 to 64,Value,67308.0
2011,Chichester,Total,Aged 16 to 24,Value,11522.0
2011,Chichester,Total,Aged 16 to 17,Value,2385.0
2011,Chichester,Total,Aged 18 to 24,Value,9137.0
2011,Chichester,Total,Aged 18 to 21,Value,5704.0
2011,Chichester,Total,Aged 25 to 49,Value,32284.0
2011,Chichester,Total,Aged 50 to 64,Value,23502.0
2011,Chichester,Total,Aged 65+,Value,28057.0
2011,Chichester,Total,All Ages,Value,113995.0
2011,Chichester,Total,Age 0 - 4,Value,5640.0
2011,Chichester,Total,Age 0,Value,1117.0
2011,Chichester,Total,Age 1,Value,1057.0
2011,Chichester,Total,Age 2,Value,1165.0
2011,Chichester,Total,Age 3,Value,1162.0
2011,Chichester,Total,Age 4,Value,1139.0
2011,Chichester,Total,Aged 5-9,Value,5660.0
2011,Chichester,Total,Age 5,Value,1148.0
2011,Chichester,Total,Age 6,Value,1113.0
2011,Chichester,Total,Age 7,Value,1143.0
2011,Chichester,Total,Age 8,Value,1144.0
2011,Chichester,Total,Age 9,Value,1112.0
2011,Chichester,Total,Aged 10-14,Value,6087.0
2011,Chichester,Total,Age 10,Value,1141.0
2011,Chichester,Total,Age 11,Value,1177.0
2011,Chichester,Total,Age 12,Value,1241.0
2011,Chichester,Total,Age 13,Value,1318.0
2011,Chichester,Total,Age 14,Value,1210.0
2011,Chichester,Total,Aged 15-19,Value,6450.0
2011,Chichester,Total,Age 15,Value,1243.0
2011,Chichester,Total,Age 16,Value,1150.0
2011,Chichester,Total,Age 17,Value,1235.0
2011,Chichester,Total,Age 18,Value,1345.0
2011,Chichester,Total,Age 19,Value,1477.0
2011,Chichester,Total,Aged 20-24,Value,6315.0
2011,Chichester,Total,Age 20,Value,1489.0
2011,Chichester,Total,Age 21,Value,1393.0
2011,Chichester,Total,Age 22,Value,1212.0
2011,Chichester,Total,Age 23,Value,1179.0
2011,Chichester,Total,Age 24,Value,1042.0
2011,Chichester,Total,Aged 25-29,Value,5184.0
2011,Chichester,Total,Age 25,Value,1002.0
2011,Chichester,Total,Age 26,Value,1076.0
2011,Chichester,Total,Age 27,Value,1039.0
2011,Chichester,Total,Age 28,Value,1009.0
2011,Chichester,Total,Age 29,Value,1058.0
2011,Chichester,Total,Aged 30-34,Value,5214.0
2011,Chichester,Total,Age 30,Value,1077.0
2011,Chichester,Total,Age 31,Value,1129.0
2011,Chichester,Total,Age 32,Value,980.0
2011,Chichester,Total,Age 33,Value,986.0
2011,Chichester,Total,Age 34,Value,1042.0
2011,Chichester,Total,Aged 35-39,Value,6079.0
2011,Chichester,Total,Age 35,Value,1074.0
2011,Chichester,Total,Age 36,Value,1058.0
2011,Chichester,Total,Age 37,Value,1275.0
2011,Chichester,Total,Age 38,Value,1275.0
2011,Chichester,Total,Age 39,Value,1397.0
2011,Chichester,Total,Aged 40-44,Value,7447.0
2011,Chichester,Total,Age 40,Value,1419.0
2011,Chichester,Total,Age 41,Value,1330.0
2011,Chichester,Total,Age 42,Value,1548.0
2011,Chichester,Total,Age 43,Value,1534.0
2011,Chichester,Total,Age 44,Value,1616.0
2011,Chichester,Total,Aged 45-49,Value,8360.0
2011,Chichester,Total,Age 45,Value,1684.0
2011,Chichester,Total,Age 46,Value,1601.0
2011,Chichester,Total,Age 47,Value,1703.0
2011,Chichester,Total,Age 48,Value,1684.0
2011,Chichester,Total,Age 49,Value,1688.0
2011,Chichester,Total,Aged 50-54,Value,7779.0
2011,Chichester,Total,Age 50,Value,1503.0
2011,Chichester,Total,Age 51,Value,1578.0
2011,Chichester,Total,Age 52,Value,1592.0
2011,Chichester,Total,Age 53,Value,1595.0
2011,Chichester,Total,Age 54,Value,1511.0
2011,Chichester,Total,Aged 55-59,Value,7232.0
2011,Chichester,Total,Age 55,Value,1493.0
2011,Chichester,Total,Age 56,Value,1453.0
2011,Chichester,Total,Age 57,Value,1437.0
2011,Chichester,Total,Age 58,Value,1496.0
2011,Chichester,Total,Age 59,Value,1353.0
2011,Chichester,Total,Aged 60-64,Value,8491.0
2011,Chichester,Total,Age 60,Value,1489.0
2011,Chichester,Total,Age 61,Value,1562.0
2011,Chichester,Total,Age 62,Value,1643.0
2011,Chichester,Total,Age 63,Value,1780.0
2011,Chichester,Total,Age 64,Value,2017.0
2011,Chichester,Total,Aged 65-69,Value,7642.0
2011,Chichester,Total,Age 65,Value,1595.0
2011,Chichester,Total,Age 66,Value,1586.0
2011,Chichester,Total,Age 67,Value,1584.0
2011,Chichester,Total,Age 68,Value,1473.0
2011,Chichester,Total,Age 69,Value,1404.0
2011,Chichester,Total,Aged 70-74,Value,6262.0
2011,Chichester,Total,Age 70,Value,1269.0
2011,Chichester,Total,Age 71,Value,1307.0
2011,Chichester,Total,Age 72,Value,1229.0
2011,Chichester,Total,Age 73,Value,1245.0
2011,Chichester,Total,Age 74,Value,1212.0
2011,Chichester,Total,Aged 75-79,Value,5523.0
2011,Chichester,Total,Age 75,Value,1159.0
2011,Chichester,Total,Age 76,Value,1163.0
2011,Chichester,Total,Age 77,Value,1079.0
2011,Chichester,Total,Age 78,Value,1047.0
2011,Chichester,Total,Age 79,Value,1075.0
2011,Chichester,Total,Aged 80-84,Value,4279.0
2011,Chichester,Total,Age 80,Value,934.0
2011,Chichester,Total,Age 81,Value,905.0
2011,Chichester,Total,Age 82,Value,876.0
2011,Chichester,Total,Age 83,Value,803.0
2011,Chichester,Total,Age 84,Value,761.0
2011,Chichester,Total,Aged 85+,Value,4351.0
2011,Chichester,Total,Age 85,Value,678.0
2011,Chichester,Total,Age 86,Value,582.0
2011,Chichester,Total,Age 87,Value,534.0
2011,Chichester,Total,Age 88,Value,538.0
2011,Chichester,Total,Age 89,Value,421.0
2011,Chichester,Total,Aged 90+,Value,1598.0
2011,Chichester,Male,All Ages,Value,54537.0
2011,Chichester,Male,Aged 0 to 15,Value,9694.0
2011,Chichester,Male,Aged 16+,Value,44843.0
2011,Chichester,Male,Aged 16 to 64,Value,32529.0
2011,Chichester,Male,Aged 16 to 24,Value,5872.0
2011,Chichester,Male,Aged 16 to 17,Value,1264.0
2011,Chichester,Male,Aged 18 to 24,Value,4608.0
2011,Chichester,Male,Aged 18 to 21,Value,2825.0
2011,Chichester,Male,Aged 25 to 49,Value,15496.0
2011,Chichester,Male,Aged 50 to 64,Value,11161.0
2011,Chichester,Male,Aged 65+,Value,12314.0
2011,Chichester,Male,All Ages,Value,54537.0
2011,Chichester,Male,Age 0 - 4,Value,2914.0
2011,Chichester,Male,Age 0,Value,598.0
2011,Chichester,Male,Age 1,Value,531.0
2011,Chichester,Male,Age 2,Value,591.0
2011,Chichester,Male,Age 3,Value,593.0
2011,Chichester,Male,Age 4,Value,601.0
2011,Chichester,Male,Aged 5-9,Value,2909.0
2011,Chichester,Male,Age 5,Value,596.0
2011,Chichester,Male,Age 6,Value,565.0
2011,Chichester,Male,Age 7,Value,609.0
2011,Chichester,Male,Age 8,Value,579.0
2011,Chichester,Male,Age 9,Value,560.0
2011,Chichester,Male,Aged 10-14,Value,3212.0
2011,Chichester,Male,Age 10,Value,613.0
2011,Chichester,Male,Age 11,Value,605.0
2011,Chichester,Male,Age 12,Value,659.0
2011,Chichester,Male,Age 13,Value,702.0
2011,Chichester,Male,Age 14,Value,633.0
2011,Chichester,Male,Aged 15-19,Value,3340.0
2011,Chichester,Male,Age 15,Value,659.0
2011,Chichester,Male,Age 16,Value,598.0
2011,Chichester,Male,Age 17,Value,666.0
2011,Chichester,Male,Age 18,Value,676.0
2011,Chichester,Male,Age 19,Value,741.0
2011,Chichester,Male,Aged 20-24,Value,3191.0
2011,Chichester,Male,Age 20,Value,695.0
2011,Chichester,Male,Age 21,Value,713.0
2011,Chichester,Male,Age 22,Value,647.0
2011,Chichester,Male,Age 23,Value,622.0
2011,Chichester,Male,Age 24,Value,514.0
2011,Chichester,Male,Aged 25-29,Value,2605.0
2011,Chichester,Male,Age 25,Value,500.0
2011,Chichester,Male,Age 26,Value,560.0
2011,Chichester,Male,Age 27,Value,515.0
2011,Chichester,Male,Age 28,Value,533.0
2011,Chichester,Male,Age 29,Value,497.0
2011,Chichester,Male,Aged 30-34,Value,2511.0
2011,Chichester,Male,Age 30,Value,516.0
2011,Chichester,Male,Age 31,Value,521.0
2011,Chichester,Male,Age 32,Value,486.0
2011,Chichester,Male,Age 33,Value,481.0
2011,Chichester,Male,Age 34,Value,507.0
2011,Chichester,Male,Aged 35-39,Value,2856.0
2011,Chichester,Male,Age 35,Value,511.0
2011,Chichester,Male,Age 36,Value,499.0
2011,Chichester,Male,Age 37,Value,594.0
2011,Chichester,Male,Age 38,Value,603.0
2011,Chichester,Male,Age 39,Value,649.0
2011,Chichester,Male,Aged 40-44,Value,3587.0
2011,Chichester,Male,Age 40,Value,650.0
2011,Chichester,Male,Age 41,Value,652.0
2011,Chichester,Male,Age 42,Value,786.0
2011,Chichester,Male,Age 43,Value,734.0
2011,Chichester,Male,Age 44,Value,765.0
2011,Chichester,Male,Aged 45-49,Value,3937.0
2011,Chichester,Male,Age 45,Value,794.0
2011,Chichester,Male,Age 46,Value,748.0
2011,Chichester,Male,Age 47,Value,801.0
2011,Chichester,Male,Age 48,Value,804.0
2011,Chichester,Male,Age 49,Value,790.0
2011,Chichester,Male,Aged 50-54,Value,3675.0
2011,Chichester,Male,Age 50,Value,722.0
2011,Chichester,Male,Age 51,Value,714.0
2011,Chichester,Male,Age 52,Value,771.0
2011,Chichester,Male,Age 53,Value,739.0
2011,Chichester,Male,Age 54,Value,729.0
2011,Chichester,Male,Aged 55-59,Value,3542.0
2011,Chichester,Male,Age 55,Value,711.0
2011,Chichester,Male,Age 56,Value,732.0
2011,Chichester,Male,Age 57,Value,714.0
2011,Chichester,Male,Age 58,Value,723.0
2011,Chichester,Male,Age 59,Value,662.0
2011,Chichester,Male,Aged 60-64,Value,3944.0
2011,Chichester,Male,Age 60,Value,713.0
2011,Chichester,Male,Age 61,Value,710.0
2011,Chichester,Male,Age 62,Value,766.0
2011,Chichester,Male,Age 63,Value,834.0
2011,Chichester,Male,Age 64,Value,921.0
2011,Chichester,Male,Aged 65-69,Value,3668.0
2011,Chichester,Male,Age 65,Value,781.0
2011,Chichester,Male,Age 66,Value,735.0
2011,Chichester,Male,Age 67,Value,774.0
2011,Chichester,Male,Age 68,Value,709.0
2011,Chichester,Male,Age 69,Value,669.0
2011,Chichester,Male,Aged 70-74,Value,2942.0
2011,Chichester,Male,Age 70,Value,605.0
2011,Chichester,Male,Age 71,Value,607.0
2011,Chichester,Male,Age 72,Value,557.0
2011,Chichester,Male,Age 73,Value,593.0
2011,Chichester,Male,Age 74,Value,580.0
2011,Chichester,Male,Aged 75-79,Value,2498.0
2011,Chichester,Male,Age 75,Value,554.0
2011,Chichester,Male,Age 76,Value,500.0
2011,Chichester,Male,Age 77,Value,514.0
2011,Chichester,Male,Age 78,Value,455.0
2011,Chichester,Male,Age 79,Value,475.0
2011,Chichester,Male,Aged 80-84,Value,1765.0
2011,Chichester,Male,Age 80,Value,383.0
2011,Chichester,Male,Age 81,Value,391.0
2011,Chichester,Male,Age 82,Value,356.0
2011,Chichester,Male,Age 83,Value,341.0
2011,Chichester,Male,Age 84,Value,294.0
2011,Chichester,Male,Aged 85+,Value,1441.0
2011,Chichester,Male,Age 85,Value,272.0
2011,Chichester,Male,Age 86,Value,208.0
2011,Chichester,Male,Age 87,Value,206.0
2011,Chichester,Male,Age 88,Value,179.0
2011,Chichester,Male,Age 89,Value,130.0
2011,Chichester,Male,Aged 90+,Value,446.0
2011,Chichester,Female,All Ages,Value,59458.0
2011,Chichester,Female,Aged 0 to 15,Value,8936.0
2011,Chichester,Female,Aged 16+,Value,50522.0
2011,Chichester,Female,Aged 16 to 64,Value,34779.0
2011,Chichester,Female,Aged 16 to 24,Value,5650.0
2011,Chichester,Female,Aged 16 to 17,Value,1121.0
2011,Chichester,Female,Aged 18 to 24,Value,4529.0
2011,Chichester,Female,Aged 18 to 21,Value,2879.0
2011,Chichester,Female,Aged 25 to 49,Value,16788.0
2011,Chichester,Female,Aged 50 to 64,Value,12341.0
2011,Chichester,Female,Aged 65+,Value,15743.0
2011,Chichester,Female,All Ages,Value,59458.0
2011,Chichester,Female,Age 0 - 4,Value,2726.0
2011,Chichester,Female,Age 0,Value,519.0
2011,Chichester,Female,Age 1,Value,526.0
2011,Chichester,Female,Age 2,Value,574.0
2011,Chichester,Female,Age 3,Value,569.0
2011,Chichester,Female,Age 4,Value,538.0
2011,Chichester,Female,Aged 5-9,Value,2751.0
2011,Chichester,Female,Age 5,Value,552.0
2011,Chichester,Female,Age 6,Value,548.0
2011,Chichester,Female,Age 7,Value,534.0
2011,Chichester,Female,Age 8,Value,565.0
2011,Chichester,Female,Age 9,Value,552.0
2011,Chichester,Female,Aged 10-14,Value,2875.0
2011,Chichester,Female,Age 10,Value,528.0
2011,Chichester,Female,Age 11,Value,572.0
2011,Chichester,Female,Age 12,Value,582.0
2011,Chichester,Female,Age 13,Value,616.0
2011,Chichester,Female,Age 14,Value,577.0
2011,Chichester,Female,Aged 15-19,Value,3110.0
2011,Chichester,Female,Age 15,Value,584.0
2011,Chichester,Female,Age 16,Value,552.0
2011,Chichester,Female,Age 17,Value,569.0
2011,Chichester,Female,Age 18,Value,669.0
2011,Chichester,Female,Age 19,Value,736.0
2011,Chichester,Female,Aged 20-24,Value,3124.0
2011,Chichester,Female,Age 20,Value,794.0
2011,Chichester,Female,Age 21,Value,680.0
2011,Chichester,Female,Age 22,Value,565.0
2011,Chichester,Female,Age 23,Value,557.0
2011,Chichester,Female,Age 24,Value,528.0
2011,Chichester,Female,Aged 25-29,Value,2579.0
2011,Chichester,Female,Age 25,Value,502.0
2011,Chichester,Female,Age 26,Value,516.0
2011,Chichester,Female,Age 27,Value,524.0
2011,Chichester,Female,Age 28,Value,476.0
2011,Chichester,Female,Age 29,Value,561.0
2011,Chichester,Female,Aged 30-34,Value,2703.0
2011,Chichester,Female,Age 30,Value,561.0
2011,Chichester,Female,Age 31,Value,608.0
2011,Chichester,Female,Age 32,Value,494.0
2011,Chichester,Female,Age 33,Value,505.0
2011,Chichester,Female,Age 34,Value,535.0
2011,Chichester,Female,Aged 35-39,Value,3223.0
2011,Chichester,Female,Age 35,Value,563.0
2011,Chichester,Female,Age 36,Value,559.0
2011,Chichester,Female,Age 37,Value,681.0
2011,Chichester,Female,Age 38,Value,672.0
2011,Chichester,Female,Age 39,Value,748.0
2011,Chichester,Female,Aged 40-44,Value,3860.0
2011,Chichester,Female,Age 40,Value,769.0
2011,Chichester,Female,Age 41,Value,678.0
2011,Chichester,Female,Age 42,Value,762.0
2011,Chichester,Female,Age 43,Value,800.0
2011,Chichester,Female,Age 44,Value,851.0
2011,Chichester,Female,Aged 45-49,Value,4423.0
2011,Chichester,Female,Age 45,Value,890.0
2011,Chichester,Female,Age 46,Value,853.0
2011,Chichester,Female,Age 47,Value,902.0
2011,Chichester,Female,Age 48,Value,880.0
2011,Chichester,Female,Age 49,Value,898.0
2011,Chichester,Female,Aged 50-54,Value,4104.0
2011,Chichester,Female,Age 50,Value,781.0
2011,Chichester,Female,Age 51,Value,864.0
2011,Chichester,Female,Age 52,Value,821.0
2011,Chichester,Female,Age 53,Value,856.0
2011,Chichester,Female,Age 54,Value,782.0
2011,Chichester,Female,Aged 55-59,Value,3690.0
2011,Chichester,Female,Age 55,Value,782.0
2011,Chichester,Female,Age 56,Value,721.0
2011,Chichester,Female,Age 57,Value,723.0
2011,Chichester,Female,Age 58,Value,773.0
2011,Chichester,Female,Age 59,Value,691.0
2011,Chichester,Female,Aged 60-64,Value,4547.0
2011,Chichester,Female,Age 60,Value,776.0
2011,Chichester,Female,Age 61,Value,852.0
2011,Chichester,Female,Age 62,Value,877.0
2011,Chichester,Female,Age 63,Value,946.0
2011,Chichester,Female,Age 64,Value,1096.0
2011,Chichester,Female,Aged 65-69,Value,3974.0
2011,Chichester,Female,Age 65,Value,814.0
2011,Chichester,Female,Age 66,Value,851.0
2011,Chichester,Female,Age 67,Value,810.0
2011,Chichester,Female,Age 68,Value,764.0
2011,Chichester,Female,Age 69,Value,735.0
2011,Chichester,Female,Aged 70-74,Value,3320.0
2011,Chichester,Female,Age 70,Value,664.0
2011,Chichester,Female,Age 71,Value,700.0
2011,Chichester,Female,Age 72,Value,672.0
2011,Chichester,Female,Age 73,Value,652.0
2011,Chichester,Female,Age 74,Value,632.0
2011,Chichester,Female,Aged 75-79,Value,3025.0
2011,Chichester,Female,Age 75,Value,605.0
2011,Chichester,Female,Age 76,Value,663.0
2011,Chichester,Female,Age 77,Value,565.0
2011,Chichester,Female,Age 78,Value,592.0
2011,Chichester,Female,Age 79,Value,600.0
2011,Chichester,Female,Aged 80-84,Value,2514.0
2011,Chichester,Female,Age 80,Value,551.0
2011,Chichester,Female,Age 81,Value,514.0
2011,Chichester,Female,Age 82,Value,520.0
2011,Chichester,Female,Age 83,Value,462.0
2011,Chichester,Female,Age 84,Value,467.0
2011,Chichester,Female,Aged 85+,Value,2910.0
2011,Chichester,Female,Age 85,Value,406.0
2011,Chichester,Female,Age 86,Value,374.0
2011,Chichester,Female,Age 87,Value,328.0
2011,Chichester,Female,Age 88,Value,359.0
2011,Chichester,Female,Age 89,Value,291.0
2011,Chichester,Female,Aged 90+,Value,1152.0
2012,Chichester,Total,All Ages,Value,115042.0
2012,Chichester,Total,Aged 0 to 15,Value,18721.0
2012,Chichester,Total,Aged 16+,Value,96321.0
2012,Chichester,Total,Aged 16 to 64,Value,67238.0
2012,Chichester,Total,Aged 16 to 24,Value,11778.0
2012,Chichester,Total,Aged 16 to 17,Value,2394.0
2012,Chichester,Total,Aged 18 to 24,Value,9384.0
2012,Chichester,Total,Aged 18 to 21,Value,5703.0
2012,Chichester,Total,Aged 25 to 49,Value,32106.0
2012,Chichester,Total,Aged 50 to 64,Value,23354.0
2012,Chichester,Total,Aged 65+,Value,29083.0
2012,Chichester,Total,All Ages,Value,115042.0
2012,Chichester,Total,Age 0 - 4,Value,5801.0
2012,Chichester,Total,Age 0,Value,1145.0
2012,Chichester,Total,Age 1,Value,1154.0
2012,Chichester,Total,Age 2,Value,1104.0
2012,Chichester,Total,Age 3,Value,1210.0
2012,Chichester,Total,Age 4,Value,1188.0
2012,Chichester,Total,Aged 5-9,Value,5821.0
2012,Chichester,Total,Age 5,Value,1191.0
2012,Chichester,Total,Age 6,Value,1188.0
2012,Chichester,Total,Age 7,Value,1126.0
2012,Chichester,Total,Age 8,Value,1160.0
2012,Chichester,Total,Age 9,Value,1156.0
2012,Chichester,Total,Aged 10-14,Value,5882.0
2012,Chichester,Total,Age 10,Value,1116.0
2012,Chichester,Total,Age 11,Value,1154.0
2012,Chichester,Total,Age 12,Value,1170.0
2012,Chichester,Total,Age 13,Value,1217.0
2012,Chichester,Total,Age 14,Value,1225.0
2012,Chichester,Total,Aged 15-19,Value,6413.0
2012,Chichester,Total,Age 15,Value,1217.0
2012,Chichester,Total,Age 16,Value,1232.0
2012,Chichester,Total,Age 17,Value,1162.0
2012,Chichester,Total,Age 18,Value,1317.0
2012,Chichester,Total,Age 19,Value,1485.0
2012,Chichester,Total,Aged 20-24,Value,6582.0
2012,Chichester,Total,Age 20,Value,1452.0
2012,Chichester,Total,Age 21,Value,1449.0
2012,Chichester,Total,Age 22,Value,1349.0
2012,Chichester,Total,Age 23,Value,1187.0
2012,Chichester,Total,Age 24,Value,1145.0
2012,Chichester,Total,Aged 25-29,Value,5188.0
2012,Chichester,Total,Age 25,Value,1023.0
2012,Chichester,Total,Age 26,Value,1019.0
2012,Chichester,Total,Age 27,Value,1085.0
2012,Chichester,Total,Age 28,Value,1038.0
2012,Chichester,Total,Age 29,Value,1023.0
2012,Chichester,Total,Aged 30-34,Value,5336.0
2012,Chichester,Total,Age 30,Value,1073.0
2012,Chichester,Total,Age 31,Value,1071.0
2012,Chichester,Total,Age 32,Value,1175.0
2012,Chichester,Total,Age 33,Value,1016.0
2012,Chichester,Total,Age 34,Value,1001.0
2012,Chichester,Total,Aged 35-39,Value,5882.0
2012,Chichester,Total,Age 35,Value,1071.0
2012,Chichester,Total,Age 36,Value,1097.0
2012,Chichester,Total,Age 37,Value,1100.0
2012,Chichester,Total,Age 38,Value,1297.0
2012,Chichester,Total,Age 39,Value,1317.0
2012,Chichester,Total,Aged 40-44,Value,7290.0
2012,Chichester,Total,Age 40,Value,1380.0
2012,Chichester,Total,Age 41,Value,1422.0
2012,Chichester,Total,Age 42,Value,1364.0
2012,Chichester,Total,Age 43,Value,1558.0
2012,Chichester,Total,Age 44,Value,1566.0
2012,Chichester,Total,Aged 45-49,Value,8410.0
2012,Chichester,Total,Age 45,Value,1634.0
2012,Chichester,Total,Age 46,Value,1702.0
2012,Chichester,Total,Age 47,Value,1643.0
2012,Chichester,Total,Age 48,Value,1736.0
2012,Chichester,Total,Age 49,Value,1695.0
2012,Chichester,Total,Aged 50-54,Value,8037.0
2012,Chichester,Total,Age 50,Value,1701.0
2012,Chichester,Total,Age 51,Value,1518.0
2012,Chichester,Total,Age 52,Value,1590.0
2012,Chichester,Total,Age 53,Value,1618.0
2012,Chichester,Total,Age 54,Value,1610.0
2012,Chichester,Total,Aged 55-59,Value,7434.0
2012,Chichester,Total,Age 55,Value,1504.0
2012,Chichester,Total,Age 56,Value,1509.0
2012,Chichester,Total,Age 57,Value,1471.0
2012,Chichester,Total,Age 58,Value,1450.0
2012,Chichester,Total,Age 59,Value,1500.0
2012,Chichester,Total,Aged 60-64,Value,7883.0
2012,Chichester,Total,Age 60,Value,1349.0
2012,Chichester,Total,Age 61,Value,1504.0
2012,Chichester,Total,Age 62,Value,1565.0
2012,Chichester,Total,Age 63,Value,1677.0
2012,Chichester,Total,Age 64,Value,1788.0
2012,Chichester,Total,Aged 65-69,Value,8274.0
2012,Chichester,Total,Age 65,Value,2034.0
2012,Chichester,Total,Age 66,Value,1603.0
2012,Chichester,Total,Age 67,Value,1581.0
2012,Chichester,Total,Age 68,Value,1576.0
2012,Chichester,Total,Age 69,Value,1480.0
2012,Chichester,Total,Aged 70-74,Value,6416.0
2012,Chichester,Total,Age 70,Value,1393.0
2012,Chichester,Total,Age 71,Value,1253.0
2012,Chichester,Total,Age 72,Value,1299.0
2012,Chichester,Total,Age 73,Value,1224.0
2012,Chichester,Total,Age 74,Value,1247.0
2012,Chichester,Total,Aged 75-79,Value,5543.0
2012,Chichester,Total,Age 75,Value,1189.0
2012,Chichester,Total,Age 76,Value,1137.0
2012,Chichester,Total,Age 77,Value,1156.0
2012,Chichester,Total,Age 78,Value,1059.0
2012,Chichester,Total,Age 79,Value,1002.0
2012,Chichester,Total,Aged 80-84,Value,4382.0
2012,Chichester,Total,Age 80,Value,1037.0
2012,Chichester,Total,Age 81,Value,889.0
2012,Chichester,Total,Age 82,Value,866.0
2012,Chichester,Total,Age 83,Value,843.0
2012,Chichester,Total,Age 84,Value,747.0
2012,Chichester,Total,Aged 85+,Value,4468.0
2012,Chichester,Total,Age 85,Value,719.0
2012,Chichester,Total,Age 86,Value,627.0
2012,Chichester,Total,Age 87,Value,524.0
2012,Chichester,Total,Age 88,Value,481.0
2012,Chichester,Total,Age 89,Value,459.0
2012,Chichester,Total,Aged 90+,Value,1658.0
2012,Chichester,Male,All Ages,Value,55251.0
2012,Chichester,Male,Aged 0 to 15,Value,9738.0
2012,Chichester,Male,Aged 16+,Value,45513.0
2012,Chichester,Male,Aged 16 to 64,Value,32670.0
2012,Chichester,Male,Aged 16 to 24,Value,6096.0
2012,Chichester,Male,Aged 16 to 17,Value,1252.0
2012,Chichester,Male,Aged 18 to 24,Value,4844.0
2012,Chichester,Male,Aged 18 to 21,Value,2900.0
2012,Chichester,Male,Aged 25 to 49,Value,15443.0
2012,Chichester,Male,Aged 50 to 64,Value,11131.0
2012,Chichester,Male,Aged 65+,Value,12843.0
2012,Chichester,Male,All Ages,Value,55251.0
2012,Chichester,Male,Age 0 - 4,Value,3009.0
2012,Chichester,Male,Age 0,Value,600.0
2012,Chichester,Male,Age 1,Value,616.0
2012,Chichester,Male,Age 2,Value,565.0
2012,Chichester,Male,Age 3,Value,625.0
2012,Chichester,Male,Age 4,Value,603.0
2012,Chichester,Male,Aged 5-9,Value,3011.0
2012,Chichester,Male,Age 5,Value,623.0
2012,Chichester,Male,Age 6,Value,614.0
2012,Chichester,Male,Age 7,Value,567.0
2012,Chichester,Male,Age 8,Value,619.0
2012,Chichester,Male,Age 9,Value,588.0
2012,Chichester,Male,Aged 10-14,Value,3085.0
2012,Chichester,Male,Age 10,Value,565.0
2012,Chichester,Male,Age 11,Value,620.0
2012,Chichester,Male,Age 12,Value,606.0
2012,Chichester,Male,Age 13,Value,645.0
2012,Chichester,Male,Age 14,Value,649.0
2012,Chichester,Male,Aged 15-19,Value,3335.0
2012,Chichester,Male,Age 15,Value,633.0
2012,Chichester,Male,Age 16,Value,651.0
2012,Chichester,Male,Age 17,Value,601.0
2012,Chichester,Male,Age 18,Value,695.0
2012,Chichester,Male,Age 19,Value,755.0
2012,Chichester,Male,Aged 20-24,Value,3394.0
2012,Chichester,Male,Age 20,Value,727.0
2012,Chichester,Male,Age 21,Value,723.0
2012,Chichester,Male,Age 22,Value,709.0
2012,Chichester,Male,Age 23,Value,613.0
2012,Chichester,Male,Age 24,Value,622.0
2012,Chichester,Male,Aged 25-29,Value,2636.0
2012,Chichester,Male,Age 25,Value,499.0
2012,Chichester,Male,Age 26,Value,501.0
2012,Chichester,Male,Age 27,Value,565.0
2012,Chichester,Male,Age 28,Value,516.0
2012,Chichester,Male,Age 29,Value,555.0
2012,Chichester,Male,Aged 30-34,Value,2550.0
2012,Chichester,Male,Age 30,Value,501.0
2012,Chichester,Male,Age 31,Value,515.0
2012,Chichester,Male,Age 32,Value,547.0
2012,Chichester,Male,Age 33,Value,504.0
2012,Chichester,Male,Age 34,Value,483.0
2012,Chichester,Male,Aged 35-39,Value,2770.0
2012,Chichester,Male,Age 35,Value,508.0
2012,Chichester,Male,Age 36,Value,513.0
2012,Chichester,Male,Age 37,Value,519.0
2012,Chichester,Male,Age 38,Value,614.0
2012,Chichester,Male,Age 39,Value,616.0
2012,Chichester,Male,Aged 40-44,Value,3498.0
2012,Chichester,Male,Age 40,Value,629.0
2012,Chichester,Male,Age 41,Value,661.0
2012,Chichester,Male,Age 42,Value,676.0
2012,Chichester,Male,Age 43,Value,786.0
2012,Chichester,Male,Age 44,Value,746.0
2012,Chichester,Male,Aged 45-49,Value,3989.0
2012,Chichester,Male,Age 45,Value,794.0
2012,Chichester,Male,Age 46,Value,802.0
2012,Chichester,Male,Age 47,Value,770.0
2012,Chichester,Male,Age 48,Value,813.0
2012,Chichester,Male,Age 49,Value,810.0
2012,Chichester,Male,Aged 50-54,Value,3801.0
2012,Chichester,Male,Age 50,Value,801.0
2012,Chichester,Male,Age 51,Value,742.0
2012,Chichester,Male,Age 52,Value,731.0
2012,Chichester,Male,Age 53,Value,777.0
2012,Chichester,Male,Age 54,Value,750.0
2012,Chichester,Male,Aged 55-59,Value,3613.0
2012,Chichester,Male,Age 55,Value,723.0
2012,Chichester,Male,Age 56,Value,716.0
2012,Chichester,Male,Age 57,Value,737.0
2012,Chichester,Male,Age 58,Value,711.0
2012,Chichester,Male,Age 59,Value,726.0
2012,Chichester,Male,Aged 60-64,Value,3717.0
2012,Chichester,Male,Age 60,Value,662.0
2012,Chichester,Male,Age 61,Value,727.0
2012,Chichester,Male,Age 62,Value,706.0
2012,Chichester,Male,Age 63,Value,794.0
