Year,Location,Gender,Age Group,Measure Type,Population
2014,Chichester,Total,Age 69,Value,1610.0
2014,Chichester,Total,Aged 70-74,Value,6902.0
2014,Chichester,Total,Age 70,Value,1589.0
2014,Chichester,Total,Age 71,Value,1454.0
2014,Chichester,Total,Age 72,Value,1378.0
2014,Chichester,Total,Age 73,Value,1220.0
2014,Chichester,Total,Age 74,Value,1261.0
2014,Chichester,Total,Aged 75-79,Value,5679.0
2014,Chichester,Total,Age 75,Value,1198.0
2014,Chichester,Total,Age 76,Value,1207.0
2014,Chichester,Total,Age 77,Value,1120.0
2014,Chichester,Total,Age 78,Value,1074.0
2014,Chichester,Total,Age 79,Value,1080.0
2014,Chichester,Total,Aged 80-84,Value,4485.0
2014,Chichester,Total,Age 80,Value,1008.0
2014,Chichester,Total,Age 81,Value,939.0
2014,Chichester,Total,Age 82,Value,954.0
2014,Chichester,Total,Age 83,Value,822.0
2014,Chichester,Total,Age 84,Value,762.0
2014,Chichester,Total,Aged 85+,Value,4705.0
2014,Chichester,Total,Age 85,Value,731.0
2014,Chichester,Total,Age 86,Value,657.0
2014,Chichester,Total,Age 87,Value,581.0
2014,Chichester,Total,Age 88,Value,501.0
2014,Chichester,Total,Age 89,Value,427.0
2014,Chichester,Total,Aged 90+,Value,1808.0
2014,Chichester,Male,All Ages,Value,55964.0
2014,Chichester,Male,Aged 0 to 15,Value,9691.0
2014,Chichester,Male,Aged 16+,Value,46273.0
2014,Chichester,Male,Aged 16 to 64,Value,32747.0
2014,Chichester,Male,Aged 16 to 24,Value,6324.0
2014,Chichester,Male,Aged 16 to 17,Value,1309.0
2014,Chichester,Male,Aged 18 to 24,Value,5015.0
2014,Chichester,Male,Aged 18 to 21,Value,3001.0
2014,Chichester,Male,Aged 25 to 49,Value,15148.0
2014,Chichester,Male,Aged 50 to 64,Value,11275.0
2014,Chichester,Male,Aged 65+,Value,13526.0
2014,Chichester,Male,All Ages,Value,55964.0
2014,Chichester,Male,Age 0 - 4,Value,2926.0
2014,Chichester,Male,Age 0,Value,519.0
2014,Chichester,Male,Age 1,Value,603.0
2014,Chichester,Male,Age 2,Value,611.0
2014,Chichester,Male,Age 3,Value,627.0
2014,Chichester,Male,Age 4,Value,566.0
2014,Chichester,Male,Aged 5-9,Value,3116.0
2014,Chichester,Male,Age 5,Value,620.0
2014,Chichester,Male,Age 6,Value,637.0
2014,Chichester,Male,Age 7,Value,638.0
2014,Chichester,Male,Age 8,Value,642.0
2014,Chichester,Male,Age 9,Value,579.0
2014,Chichester,Male,Aged 10-14,Value,3046.0
2014,Chichester,Male,Age 10,Value,644.0
2014,Chichester,Male,Age 11,Value,625.0
2014,Chichester,Male,Age 12,Value,575.0
2014,Chichester,Male,Age 13,Value,623.0
2014,Chichester,Male,Age 14,Value,579.0
2014,Chichester,Male,Aged 15-19,Value,3367.0
2014,Chichester,Male,Age 15,Value,603.0
2014,Chichester,Male,Age 16,Value,666.0
2014,Chichester,Male,Age 17,Value,643.0
2014,Chichester,Male,Age 18,Value,688.0
2014,Chichester,Male,Age 19,Value,767.0
2014,Chichester,Male,Aged 20-24,Value,3560.0
2014,Chichester,Male,Age 20,Value,807.0
2014,Chichester,Male,Age 21,Value,739.0
2014,Chichester,Male,Age 22,Value,723.0
2014,Chichester,Male,Age 23,Value,647.0
2014,Chichester,Male,Age 24,Value,644.0
2014,Chichester,Male,Aged 25-29,Value,2659.0
2014,Chichester,Male,Age 25,Value,571.0
2014,Chichester,Male,Age 26,Value,579.0
2014,Chichester,Male,Age 27,Value,476.0
2014,Chichester,Male,Age 28,Value,492.0
2014,Chichester,Male,Age 29,Value,541.0
2014,Chichester,Male,Aged 30-34,Value,2626.0
2014,Chichester,Male,Age 30,Value,505.0
2014,Chichester,Male,Age 31,Value,544.0
2014,Chichester,Male,Age 32,Value,515.0
2014,Chichester,Male,Age 33,Value,506.0
2014,Chichester,Male,Age 34,Value,556.0
2014,Chichester,Male,Aged 35-39,Value,2561.0
2014,Chichester,Male,Age 35,Value,513.0
2014,Chichester,Male,Age 36,Value,501.0
2014,Chichester,Male,Age 37,Value,491.0
2014,Chichester,Male,Age 38,Value,531.0
2014,Chichester,Male,Age 39,Value,525.0
2014,Chichester,Male,Aged 40-44,Value,3308.0
2014,Chichester,Male,Age 40,Value,617.0
2014,Chichester,Male,Age 41,Value,611.0
2014,Chichester,Male,Age 42,Value,666.0
2014,Chichester,Male,Age 43,Value,699.0
2014,Chichester,Male,Age 44,Value,715.0
2014,Chichester,Male,Aged 45-49,Value,3994.0
2014,Chichester,Male,Age 45,Value,794.0
2014,Chichester,Male,Age 46,Value,759.0
2014,Chichester,Male,Age 47,Value,812.0
2014,Chichester,Male,Age 48,Value,843.0
2014,Chichester,Male,Age 49,Value,786.0
2014,Chichester,Male,Aged 50-54,Value,3957.0
2014,Chichester,Male,Age 50,Value,832.0
2014,Chichester,Male,Age 51,Value,822.0
2014,Chichester,Male,Age 52,Value,804.0
2014,Chichester,Male,Age 53,Value,747.0
2014,Chichester,Male,Age 54,Value,752.0
2014,Chichester,Male,Aged 55-59,Value,3730.0
2014,Chichester,Male,Age 55,Value,784.0
2014,Chichester,Male,Age 56,Value,755.0
2014,Chichester,Male,Age 57,Value,733.0
2014,Chichester,Male,Age 58,Value,710.0
2014,Chichester,Male,Age 59,Value,748.0
2014,Chichester,Male,Aged 60-64,Value,3588.0
2014,Chichester,Male,Age 60,Value,727.0
2014,Chichester,Male,Age 61,Value,748.0
2014,Chichester,Male,Age 62,Value,682.0
2014,Chichester,Male,Age 63,Value,723.0
2014,Chichester,Male,Age 64,Value,708.0
2014,Chichester,Male,Aged 65-69,Value,4080.0
2014,Chichester,Male,Age 65,Value,792.0
2014,Chichester,Male,Age 66,Value,834.0
2014,Chichester,Male,Age 67,Value,941.0
2014,Chichester,Male,Age 68,Value,767.0
2014,Chichester,Male,Age 69,Value,746.0
2014,Chichester,Male,Aged 70-74,Value,3260.0
2014,Chichester,Male,Age 70,Value,760.0
2014,Chichester,Male,Age 71,Value,701.0
2014,Chichester,Male,Age 72,Value,644.0
2014,Chichester,Male,Age 73,Value,572.0
2014,Chichester,Male,Age 74,Value,583.0
2014,Chichester,Male,Aged 75-79,Value,2613.0
2014,Chichester,Male,Age 75,Value,542.0
2014,Chichester,Male,Age 76,Value,580.0
2014,Chichester,Male,Age 77,Value,520.0
2014,Chichester,Male,Age 78,Value,509.0
2014,Chichester,Male,Age 79,Value,462.0
2014,Chichester,Male,Aged 80-84,Value,1933.0
2014,Chichester,Male,Age 80,Value,472.0
2014,Chichester,Male,Age 81,Value,406.0
2014,Chichester,Male,Age 82,Value,414.0
2014,Chichester,Male,Age 83,Value,322.0
2014,Chichester,Male,Age 84,Value,319.0
2014,Chichester,Male,Aged 85+,Value,1640.0
2014,Chichester,Male,Age 85,Value,295.0
2014,Chichester,Male,Age 86,Value,257.0
2014,Chichester,Male,Age 87,Value,222.0
2014,Chichester,Male,Age 88,Value,192.0
2014,Chichester,Male,Age 89,Value,148.0
2014,Chichester,Male,Aged 90+,Value,526.0
2014,Chichester,Female,All Ages,Value,60906.0
2014,Chichester,Female,Aged 0 to 15,Value,9055.0
2014,Chichester,Female,Aged 16+,Value,51851.0
2014,Chichester,Female,Aged 16 to 64,Value,34872.0
2014,Chichester,Female,Aged 16 to 24,Value,5992.0
2014,Chichester,Female,Aged 16 to 17,Value,1163.0
2014,Chichester,Female,Aged 18 to 24,Value,4829.0
2014,Chichester,Female,Aged 18 to 21,Value,2917.0
2014,Chichester,Female,Aged 25 to 49,Value,16417.0
2014,Chichester,Female,Aged 50 to 64,Value,12463.0
2014,Chichester,Female,Aged 65+,Value,16979.0
2014,Chichester,Female,All Ages,Value,60906.0
2014,Chichester,Female,Age 0 - 4,Value,2707.0
2014,Chichester,Female,Age 0,Value,515.0
2014,Chichester,Female,Age 1,Value,513.0
2014,Chichester,Female,Age 2,Value,567.0
2014,Chichester,Female,Age 3,Value,544.0
2014,Chichester,Female,Age 4,Value,568.0
2014,Chichester,Female,Aged 5-9,Value,2994.0
2014,Chichester,Female,Age 5,Value,613.0
2014,Chichester,Female,Age 6,Value,602.0
2014,Chichester,Female,Age 7,Value,587.0
2014,Chichester,Female,Age 8,Value,603.0
2014,Chichester,Female,Age 9,Value,589.0
2014,Chichester,Female,Aged 10-14,Value,2808.0
2014,Chichester,Female,Age 10,Value,562.0
2014,Chichester,Female,Age 11,Value,578.0
2014,Chichester,Female,Age 12,Value,584.0
2014,Chichester,Female,Age 13,Value,543.0
2014,Chichester,Female,Age 14,Value,541.0
2014,Chichester,Female,Aged 15-19,Value,3085.0
2014,Chichester,Female,Age 15,Value,546.0
2014,Chichester,Female,Age 16,Value,588.0
2014,Chichester,Female,Age 17,Value,575.0
2014,Chichester,Female,Age 18,Value,620.0
2014,Chichester,Female,Age 19,Value,756.0
2014,Chichester,Female,Aged 20-24,Value,3453.0
2014,Chichester,Female,Age 20,Value,826.0
2014,Chichester,Female,Age 21,Value,715.0
2014,Chichester,Female,Age 22,Value,653.0
2014,Chichester,Female,Age 23,Value,662.0
2014,Chichester,Female,Age 24,Value,597.0
2014,Chichester,Female,Aged 25-29,Value,2651.0
2014,Chichester,Female,Age 25,Value,544.0
2014,Chichester,Female,Age 26,Value,555.0
2014,Chichester,Female,Age 27,Value,497.0
2014,Chichester,Female,Age 28,Value,497.0
2014,Chichester,Female,Age 29,Value,558.0
2014,Chichester,Female,Aged 30-34,Value,2785.0
2014,Chichester,Female,Age 30,Value,529.0
2014,Chichester,Female,Age 31,Value,471.0
2014,Chichester,Female,Age 32,Value,572.0
2014,Chichester,Female,Age 33,Value,573.0
2014,Chichester,Female,Age 34,Value,640.0
2014,Chichester,Female,Aged 35-39,Value,2909.0
2014,Chichester,Female,Age 35,Value,545.0
2014,Chichester,Female,Age 36,Value,549.0
2014,Chichester,Female,Age 37,Value,588.0
2014,Chichester,Female,Age 38,Value,611.0
2014,Chichester,Female,Age 39,Value,616.0
2014,Chichester,Female,Aged 40-44,Value,3749.0
2014,Chichester,Female,Age 40,Value,726.0
2014,Chichester,Female,Age 41,Value,730.0
2014,Chichester,Female,Age 42,Value,759.0
2014,Chichester,Female,Age 43,Value,813.0
2014,Chichester,Female,Age 44,Value,721.0
2014,Chichester,Female,Aged 45-49,Value,4323.0
2014,Chichester,Female,Age 45,Value,775.0
2014,Chichester,Female,Age 46,Value,841.0
2014,Chichester,Female,Age 47,Value,905.0
2014,Chichester,Female,Age 48,Value,916.0
2014,Chichester,Female,Age 49,Value,886.0
2014,Chichester,Female,Aged 50-54,Value,4440.0
2014,Chichester,Female,Age 50,Value,949.0
2014,Chichester,Female,Age 51,Value,893.0
2014,Chichester,Female,Age 52,Value,926.0
2014,Chichester,Female,Age 53,Value,805.0
2014,Chichester,Female,Age 54,Value,867.0
2014,Chichester,Female,Aged 55-59,Value,4117.0
2014,Chichester,Female,Age 55,Value,849.0
2014,Chichester,Female,Age 56,Value,897.0
2014,Chichester,Female,Age 57,Value,820.0
2014,Chichester,Female,Age 58,Value,808.0
2014,Chichester,Female,Age 59,Value,743.0
2014,Chichester,Female,Aged 60-64,Value,3906.0
2014,Chichester,Female,Age 60,Value,767.0
2014,Chichester,Female,Age 61,Value,769.0
2014,Chichester,Female,Age 62,Value,708.0
2014,Chichester,Female,Age 63,Value,787.0
2014,Chichester,Female,Age 64,Value,875.0
2014,Chichester,Female,Aged 65-69,Value,4654.0
2014,Chichester,Female,Age 65,Value,904.0
2014,Chichester,Female,Age 66,Value,969.0
2014,Chichester,Female,Age 67,Value,1086.0
2014,Chichester,Female,Age 68,Value,831.0
2014,Chichester,Female,Age 69,Value,864.0
2014,Chichester,Female,Aged 70-74,Value,3642.0
2014,Chichester,Female,Age 70,Value,829.0
2014,Chichester,Female,Age 71,Value,753.0
2014,Chichester,Female,Age 72,Value,734.0
2014,Chichester,Female,Age 73,Value,648.0
2014,Chichester,Female,Age 74,Value,678.0
2014,Chichester,Female,Aged 75-79,Value,3066.0
2014,Chichester,Female,Age 75,Value,656.0
2014,Chichester,Female,Age 76,Value,627.0
2014,Chichester,Female,Age 77,Value,600.0
2014,Chichester,Female,Age 78,Value,565.0
2014,Chichester,Female,Age 79,Value,618.0
2014,Chichester,Female,Aged 80-84,Value,2552.0
2014,Chichester,Female,Age 80,Value,536.0
2014,Chichester,Female,Age 81,Value,533.0
2014,Chichester,Female,Age 82,Value,540.0
2014,Chichester,Female,Age 83,Value,500.0
2014,Chichester,Female,Age 84,Value,443.0
2014,Chichester,Female,Aged 85+,Value,3065.0
2014,Chichester,Female,Age 85,Value,436.0
2014,Chichester,Female,Age 86,Value,400.0
2014,Chichester,Female,Age 87,Value,359.0
2014,Chichester,Female,Age 88,Value,309.0
2014,Chichester,Female,Age 89,Value,279.0
2014,Chichester,Female,Aged 90+,Value,1282.0
2015,Chichester,Total,All Ages,Value,118447.0
2015,Chichester,Total,Aged 0 to 15,Value,18984.0
2015,Chichester,Total,Aged 16+,Value,99463.0
2015,Chichester,Total,Aged 16 to 64,Value,68447.0
2015,Chichester,Total,Aged 16 to 24,Value,12526.0
2015,Chichester,Total,Aged 16 to 17,Value,2420.0
2015,Chichester,Total,Aged 18 to 24,Value,10106.0
2015,Chichester,Total,Aged 18 to 21,Value,6074.0
2015,Chichester,Total,Aged 25 to 49,Value,31835.0
2015,Chichester,Total,Aged 50 to 64,Value,24086.0
2015,Chichester,Total,Aged 65+,Value,31016.0
2015,Chichester,Total,All Ages,Value,118447.0
2015,Chichester,Total,Age 0 - 4,Value,5743.0
2015,Chichester,Total,Age 0,Value,1104.0
2015,Chichester,Total,Age 1,Value,1063.0
2015,Chichester,Total,Age 2,Value,1132.0
2015,Chichester,Total,Age 3,Value,1236.0
2015,Chichester,Total,Age 4,Value,1208.0
2015,Chichester,Total,Aged 5-9,Value,6191.0
2015,Chichester,Total,Age 5,Value,1155.0
2015,Chichester,Total,Age 6,Value,1260.0
2015,Chichester,Total,Age 7,Value,1263.0
2015,Chichester,Total,Age 8,Value,1256.0
2015,Chichester,Total,Age 9,Value,1257.0
2015,Chichester,Total,Aged 10-14,Value,5922.0
2015,Chichester,Total,Age 10,Value,1182.0
2015,Chichester,Total,Age 11,Value,1214.0
2015,Chichester,Total,Age 12,Value,1209.0
2015,Chichester,Total,Age 13,Value,1171.0
2015,Chichester,Total,Age 14,Value,1146.0
2015,Chichester,Total,Aged 15-19,Value,6419.0
2015,Chichester,Total,Age 15,Value,1128.0
2015,Chichester,Total,Age 16,Value,1144.0
2015,Chichester,Total,Age 17,Value,1276.0
2015,Chichester,Total,Age 18,Value,1329.0
2015,Chichester,Total,Age 19,Value,1542.0
2015,Chichester,Total,Aged 20-24,Value,7235.0
2015,Chichester,Total,Age 20,Value,1588.0
2015,Chichester,Total,Age 21,Value,1615.0
2015,Chichester,Total,Age 22,Value,1399.0
2015,Chichester,Total,Age 23,Value,1337.0
2015,Chichester,Total,Age 24,Value,1296.0
2015,Chichester,Total,Aged 25-29,Value,5568.0
2015,Chichester,Total,Age 25,Value,1218.0
2015,Chichester,Total,Age 26,Value,1150.0
2015,Chichester,Total,Age 27,Value,1148.0
2015,Chichester,Total,Age 28,Value,1046.0
2015,Chichester,Total,Age 29,Value,1006.0
2015,Chichester,Total,Aged 30-34,Value,5549.0
2015,Chichester,Total,Age 30,Value,1129.0
2015,Chichester,Total,Age 31,Value,1068.0
2015,Chichester,Total,Age 32,Value,1067.0
2015,Chichester,Total,Age 33,Value,1149.0
2015,Chichester,Total,Age 34,Value,1136.0
2015,Chichester,Total,Aged 35-39,Value,5680.0
2015,Chichester,Total,Age 35,Value,1229.0
2015,Chichester,Total,Age 36,Value,1094.0
2015,Chichester,Total,Age 37,Value,1102.0
2015,Chichester,Total,Age 38,Value,1100.0
2015,Chichester,Total,Age 39,Value,1155.0
2015,Chichester,Total,Aged 40-44,Value,6885.0
2015,Chichester,Total,Age 40,Value,1168.0
2015,Chichester,Total,Age 41,Value,1366.0
2015,Chichester,Total,Age 42,Value,1369.0
2015,Chichester,Total,Age 43,Value,1442.0
2015,Chichester,Total,Age 44,Value,1540.0
2015,Chichester,Total,Aged 45-49,Value,8153.0
2015,Chichester,Total,Age 45,Value,1460.0
2015,Chichester,Total,Age 46,Value,1588.0
2015,Chichester,Total,Age 47,Value,1607.0
2015,Chichester,Total,Age 48,Value,1726.0
2015,Chichester,Total,Age 49,Value,1772.0
2015,Chichester,Total,Aged 50-54,Value,8502.0
2015,Chichester,Total,Age 50,Value,1697.0
2015,Chichester,Total,Age 51,Value,1777.0
2015,Chichester,Total,Age 52,Value,1728.0
2015,Chichester,Total,Age 53,Value,1733.0
2015,Chichester,Total,Age 54,Value,1567.0
2015,Chichester,Total,Aged 55-59,Value,8089.0
2015,Chichester,Total,Age 55,Value,1668.0
2015,Chichester,Total,Age 56,Value,1647.0
2015,Chichester,Total,Age 57,Value,1658.0
2015,Chichester,Total,Age 58,Value,1563.0
2015,Chichester,Total,Age 59,Value,1553.0
2015,Chichester,Total,Aged 60-64,Value,7495.0
2015,Chichester,Total,Age 60,Value,1491.0
2015,Chichester,Total,Age 61,Value,1531.0
2015,Chichester,Total,Age 62,Value,1557.0
2015,Chichester,Total,Age 63,Value,1406.0
2015,Chichester,Total,Age 64,Value,1510.0
2015,Chichester,Total,Aged 65-69,Value,8725.0
2015,Chichester,Total,Age 65,Value,1576.0
2015,Chichester,Total,Age 66,Value,1706.0
2015,Chichester,Total,Age 67,Value,1823.0
2015,Chichester,Total,Age 68,Value,2035.0
2015,Chichester,Total,Age 69,Value,1585.0
2015,Chichester,Total,Aged 70-74,Value,7227.0
2015,Chichester,Total,Age 70,Value,1607.0
2015,Chichester,Total,Age 71,Value,1585.0
2015,Chichester,Total,Age 72,Value,1448.0
2015,Chichester,Total,Age 73,Value,1370.0
2015,Chichester,Total,Age 74,Value,1217.0
2015,Chichester,Total,Aged 75-79,Value,5761.0
2015,Chichester,Total,Age 75,Value,1263.0
2015,Chichester,Total,Age 76,Value,1160.0
2015,Chichester,Total,Age 77,Value,1193.0
2015,Chichester,Total,Age 78,Value,1102.0
2015,Chichester,Total,Age 79,Value,1043.0
2015,Chichester,Total,Aged 80-84,Value,4562.0
2015,Chichester,Total,Age 80,Value,1037.0
2015,Chichester,Total,Age 81,Value,970.0
2015,Chichester,Total,Age 82,Value,900.0
2015,Chichester,Total,Age 83,Value,886.0
2015,Chichester,Total,Age 84,Value,769.0
2015,Chichester,Total,Aged 85+,Value,4741.0
2015,Chichester,Total,Age 85,Value,707.0
2015,Chichester,Total,Age 86,Value,681.0
2015,Chichester,Total,Age 87,Value,600.0
2015,Chichester,Total,Age 88,Value,512.0
2015,Chichester,Total,Age 89,Value,450.0
2015,Chichester,Total,Aged 90+,Value,1791.0
2015,Chichester,Male,All Ages,Value,57018.0
2015,Chichester,Male,Aged 0 to 15,Value,9830.0
2015,Chichester,Male,Aged 16+,Value,47188.0
2015,Chichester,Male,Aged 16 to 64,Value,33440.0
2015,Chichester,Male,Aged 16 to 24,Value,6484.0
2015,Chichester,Male,Aged 16 to 17,Value,1274.0
2015,Chichester,Male,Aged 18 to 24,Value,5210.0
2015,Chichester,Male,Aged 18 to 21,Value,3117.0
2015,Chichester,Male,Aged 25 to 49,Value,15444.0
2015,Chichester,Male,Aged 50 to 64,Value,11512.0
2015,Chichester,Male,Aged 65+,Value,13748.0
2015,Chichester,Male,All Ages,Value,57018.0
2015,Chichester,Male,Age 0 - 4,Value,3011.0
2015,Chichester,Male,Age 0,Value,563.0
2015,Chichester,Male,Age 1,Value,520.0
2015,Chichester,Male,Age 2,Value,628.0
2015,Chichester,Male,Age 3,Value,648.0
2015,Chichester,Male,Age 4,Value,652.0
2015,Chichester,Male,Aged 5-9,Value,3176.0
2015,Chichester,Male,Age 5,Value,587.0
2015,Chichester,Male,Age 6,Value,633.0
2015,Chichester,Male,Age 7,Value,644.0
2015,Chichester,Male,Age 8,Value,660.0
2015,Chichester,Male,Age 9,Value,652.0
2015,Chichester,Male,Aged 10-14,Value,3058.0
2015,Chichester,Male,Age 10,Value,593.0
2015,Chichester,Male,Age 11,Value,643.0
2015,Chichester,Male,Age 12,Value,626.0
2015,Chichester,Male,Age 13,Value,585.0
2015,Chichester,Male,Age 14,Value,611.0
2015,Chichester,Male,Aged 15-19,Value,3334.0
2015,Chichester,Male,Age 15,Value,585.0
2015,Chichester,Male,Age 16,Value,593.0
2015,Chichester,Male,Age 17,Value,681.0
2015,Chichester,Male,Age 18,Value,686.0
2015,Chichester,Male,Age 19,Value,789.0
2015,Chichester,Male,Aged 20-24,Value,3735.0
2015,Chichester,Male,Age 20,Value,808.0
2015,Chichester,Male,Age 21,Value,834.0
2015,Chichester,Male,Age 22,Value,733.0
2015,Chichester,Male,Age 23,Value,708.0
2015,Chichester,Male,Age 24,Value,652.0
2015,Chichester,Male,Aged 25-29,Value,2855.0
2015,Chichester,Male,Age 25,Value,642.0
2015,Chichester,Male,Age 26,Value,583.0
2015,Chichester,Male,Age 27,Value,607.0
2015,Chichester,Male,Age 28,Value,520.0
2015,Chichester,Male,Age 29,Value,503.0
2015,Chichester,Male,Aged 30-34,Value,2758.0
2015,Chichester,Male,Age 30,Value,573.0
2015,Chichester,Male,Age 31,Value,522.0
2015,Chichester,Male,Age 32,Value,575.0
2015,Chichester,Male,Age 33,Value,553.0
2015,Chichester,Male,Age 34,Value,535.0
2015,Chichester,Male,Aged 35-39,Value,2681.0
2015,Chichester,Male,Age 35,Value,566.0
2015,Chichester,Male,Age 36,Value,527.0
2015,Chichester,Male,Age 37,Value,527.0
2015,Chichester,Male,Age 38,Value,511.0
2015,Chichester,Male,Age 39,Value,550.0
2015,Chichester,Male,Aged 40-44,Value,3209.0
2015,Chichester,Male,Age 40,Value,555.0
2015,Chichester,Male,Age 41,Value,630.0
2015,Chichester,Male,Age 42,Value,632.0
2015,Chichester,Male,Age 43,Value,678.0
2015,Chichester,Male,Age 44,Value,714.0
2015,Chichester,Male,Aged 45-49,Value,3941.0
2015,Chichester,Male,Age 45,Value,712.0
2015,Chichester,Male,Age 46,Value,806.0
2015,Chichester,Male,Age 47,Value,763.0
2015,Chichester,Male,Age 48,Value,813.0
2015,Chichester,Male,Age 49,Value,847.0
2015,Chichester,Male,Aged 50-54,Value,4041.0
2015,Chichester,Male,Age 50,Value,802.0
2015,Chichester,Male,Age 51,Value,825.0
2015,Chichester,Male,Age 52,Value,848.0
2015,Chichester,Male,Age 53,Value,799.0
2015,Chichester,Male,Age 54,Value,767.0
2015,Chichester,Male,Aged 55-59,Value,3805.0
2015,Chichester,Male,Age 55,Value,780.0
2015,Chichester,Male,Age 56,Value,801.0
2015,Chichester,Male,Age 57,Value,756.0
2015,Chichester,Male,Age 58,Value,733.0
2015,Chichester,Male,Age 59,Value,735.0
2015,Chichester,Male,Aged 60-64,Value,3666.0
2015,Chichester,Male,Age 60,Value,755.0
2015,Chichester,Male,Age 61,Value,744.0
2015,Chichester,Male,Age 62,Value,761.0
2015,Chichester,Male,Age 63,Value,691.0
2015,Chichester,Male,Age 64,Value,715.0
2015,Chichester,Male,Aged 65-69,Value,4035.0
2015,Chichester,Male,Age 65,Value,704.0
2015,Chichester,Male,Age 66,Value,792.0
2015,Chichester,Male,Age 67,Value,830.0
2015,Chichester,Male,Age 68,Value,942.0
2015,Chichester,Male,Age 69,Value,767.0
2015,Chichester,Male,Aged 70-74,Value,3396.0
2015,Chichester,Male,Age 70,Value,735.0
2015,Chichester,Male,Age 71,Value,757.0
2015,Chichester,Male,Age 72,Value,699.0
2015,Chichester,Male,Age 73,Value,637.0
2015,Chichester,Male,Age 74,Value,568.0
2015,Chichester,Male,Aged 75-79,Value,2692.0
2015,Chichester,Male,Age 75,Value,589.0
2015,Chichester,Male,Age 76,Value,528.0
2015,Chichester,Male,Age 77,Value,577.0
2015,Chichester,Male,Age 78,Value,504.0
2015,Chichester,Male,Age 79,Value,494.0
2015,Chichester,Male,Aged 80-84,Value,1963.0
2015,Chichester,Male,Age 80,Value,445.0
2015,Chichester,Male,Age 81,Value,450.0
2015,Chichester,Male,Age 82,Value,387.0
2015,Chichester,Male,Age 83,Value,379.0
2015,Chichester,Male,Age 84,Value,302.0
2015,Chichester,Male,Aged 85+,Value,1662.0
2015,Chichester,Male,Age 85,Value,293.0
2015,Chichester,Male,Age 86,Value,269.0
2015,Chichester,Male,Age 87,Value,235.0
2015,Chichester,Male,Age 88,Value,196.0
2015,Chichester,Male,Age 89,Value,170.0
2015,Chichester,Male,Aged 90+,Value,499.0
2015,Chichester,Female,All Ages,Value,61429.0
2015,Chichester,Female,Aged 0 to 15,Value,9154.0
2015,Chichester,Female,Aged 16+,Value,52275.0
2015,Chichester,Female,Aged 16 to 64,Value,35007.0
2015,Chichester,Female,Aged 16 to 24,Value,6042.0
2015,Chichester,Female,Aged 16 to 17,Value,1146.0
2015,Chichester,Female,Aged 18 to 24,Value,4896.0
2015,Chichester,Female,Aged 18 to 21,Value,2957.0
2015,Chichester,Female,Aged 25 to 49,Value,16391.0
2015,Chichester,Female,Aged 50 to 64,Value,12574.0
2015,Chichester,Female,Aged 65+,Value,17268.0
2015,Chichester,Female,All Ages,Value,61429.0
2015,Chichester,Female,Age 0 - 4,Value,2732.0
2015,Chichester,Female,Age 0,Value,541.0
2015,Chichester,Female,Age 1,Value,543.0
2015,Chichester,Female,Age 2,Value,504.0
2015,Chichester,Female,Age 3,Value,588.0
2015,Chichester,Female,Age 4,Value,556.0
2015,Chichester,Female,Aged 5-9,Value,3015.0
2015,Chichester,Female,Age 5,Value,568.0
2015,Chichester,Female,Age 6,Value,627.0
2015,Chichester,Female,Age 7,Value,619.0
2015,Chichester,Female,Age 8,Value,596.0
2015,Chichester,Female,Age 9,Value,605.0
2015,Chichester,Female,Aged 10-14,Value,2864.0
2015,Chichester,Female,Age 10,Value,589.0
2015,Chichester,Female,Age 11,Value,571.0
2015,Chichester,Female,Age 12,Value,583.0
2015,Chichester,Female,Age 13,Value,586.0
2015,Chichester,Female,Age 14,Value,535.0
2015,Chichester,Female,Aged 15-19,Value,3085.0
2015,Chichester,Female,Age 15,Value,543.0
2015,Chichester,Female,Age 16,Value,551.0
2015,Chichester,Female,Age 17,Value,595.0
2015,Chichester,Female,Age 18,Value,643.0
2015,Chichester,Female,Age 19,Value,753.0
2015,Chichester,Female,Aged 20-24,Value,3500.0
2015,Chichester,Female,Age 20,Value,780.0
2015,Chichester,Female,Age 21,Value,781.0
2015,Chichester,Female,Age 22,Value,666.0
2015,Chichester,Female,Age 23,Value,629.0
2015,Chichester,Female,Age 24,Value,644.0
2015,Chichester,Female,Aged 25-29,Value,2713.0
2015,Chichester,Female,Age 25,Value,576.0
2015,Chichester,Female,Age 26,Value,567.0
2015,Chichester,Female,Age 27,Value,541.0
2015,Chichester,Female,Age 28,Value,526.0
2015,Chichester,Female,Age 29,Value,503.0
2015,Chichester,Female,Aged 30-34,Value,2791.0
2015,Chichester,Female,Age 30,Value,556.0
2015,Chichester,Female,Age 31,Value,546.0
2015,Chichester,Female,Age 32,Value,492.0
2015,Chichester,Female,Age 33,Value,596.0
2015,Chichester,Female,Age 34,Value,601.0
2015,Chichester,Female,Aged 35-39,Value,2999.0
2015,Chichester,Female,Age 35,Value,663.0
2015,Chichester,Female,Age 36,Value,567.0
2015,Chichester,Female,Age 37,Value,575.0
2015,Chichester,Female,Age 38,Value,589.0
2015,Chichester,Female,Age 39,Value,605.0
2015,Chichester,Female,Aged 40-44,Value,3676.0
2015,Chichester,Female,Age 40,Value,613.0
2015,Chichester,Female,Age 41,Value,736.0
2015,Chichester,Female,Age 42,Value,737.0
2015,Chichester,Female,Age 43,Value,764.0
2015,Chichester,Female,Age 44,Value,826.0
