Year,Location,Gender,Age Group,Population
2009,Chichester,Total,All Ages,112474.0
2009,Chichester,Total,All Ages,100.0
2009,Chichester,Total,Aged 0 to 15,18608.0
2009,Chichester,Total,Aged 0 to 15,16.5
2009,Chichester,Total,Aged 16+,93866.0
2009,Chichester,Total,Aged 16+,83.5
2009,Chichester,Total,Aged 16 to 64,67015.0
2009,Chichester,Total,Aged 16 to 64,59.6
2009,Chichester,Total,Aged 16 to 24,11268.0
2009,Chichester,Total,Aged 16 to 24,10.0
2009,Chichester,Total,Aged 16 to 17,2553.0
2009,Chichester,Total,Aged 16 to 17,2.3
2009,Chichester,Total,Aged 18 to 24,8715.0
2009,Chichester,Total,Aged 18 to 24,7.7
2009,Chichester,Total,Aged 18 to 21,5497.0
2009,Chichester,Total,Aged 18 to 21,4.9
2009,Chichester,Total,Aged 25 to 49,32455.0
2009,Chichester,Total,Aged 25 to 49,28.9
2009,Chichester,Total,Aged 50 to 64,23292.0
2009,Chichester,Total,Aged 50 to 64,20.7
2009,Chichester,Total,Aged 65+,26851.0
2009,Chichester,Total,Aged 65+,23.9
2009,Chichester,Total,All Ages,112474.0
2009,Chichester,Total,All Ages,100.0
2009,Chichester,Total,Age 0 - 4,5572.0
2009,Chichester,Total,Age 0 - 4,5.0
2009,Chichester,Total,Age 0,1140.0
2009,Chichester,Total,Age 0,1.0
2009,Chichester,Total,Age 1,1123.0
2009,Chichester,Total,Age 1,1.0
2009,Chichester,Total,Age 2,1113.0
2009,Chichester,Total,Age 2,1.0
2009,Chichester,Total,Age 3,1121.0
2009,Chichester,Total,Age 3,1.0
2009,Chichester,Total,Age 4,1075.0
2009,Chichester,Total,Age 4,1.0
2009,Chichester,Total,Aged 5-9,5552.0
2009,Chichester,Total,Aged 5-9,4.9
2009,Chichester,Total,Age 5,1102.0
2009,Chichester,Total,Age 5,1.0
2009,Chichester,Total,Age 6,1091.0
2009,Chichester,Total,Age 6,1.0
2009,Chichester,Total,Age 7,1082.0
2009,Chichester,Total,Age 7,1.0
2009,Chichester,Total,Age 8,1118.0
2009,Chichester,Total,Age 8,1.0
2009,Chichester,Total,Age 9,1159.0
2009,Chichester,Total,Age 9,1.0
2009,Chichester,Total,Aged 10-14,6270.0
2009,Chichester,Total,Aged 10-14,5.6
2009,Chichester,Total,Age 10,1220.0
2009,Chichester,Total,Age 10,1.1
2009,Chichester,Total,Age 11,1322.0
2009,Chichester,Total,Age 11,1.2
2009,Chichester,Total,Age 12,1272.0
2009,Chichester,Total,Age 12,1.1
2009,Chichester,Total,Age 13,1319.0
2009,Chichester,Total,Age 13,1.2
2009,Chichester,Total,Age 14,1137.0
2009,Chichester,Total,Age 14,1.0
2009,Chichester,Total,Aged 15-19,6730.0
2009,Chichester,Total,Aged 15-19,6.0
2009,Chichester,Total,Age 15,1214.0
2009,Chichester,Total,Age 15,1.1
2009,Chichester,Total,Age 16,1232.0
2009,Chichester,Total,Age 16,1.1
2009,Chichester,Total,Age 17,1321.0
2009,Chichester,Total,Age 17,1.2
2009,Chichester,Total,Age 18,1491.0
2009,Chichester,Total,Age 18,1.3
2009,Chichester,Total,Age 19,1472.0
2009,Chichester,Total,Age 19,1.3
2009,Chichester,Total,Aged 20-24,5752.0
2009,Chichester,Total,Aged 20-24,5.1
2009,Chichester,Total,Age 20,1312.0
2009,Chichester,Total,Age 20,1.2
2009,Chichester,Total,Age 21,1222.0
2009,Chichester,Total,Age 21,1.1
2009,Chichester,Total,Age 22,1071.0
2009,Chichester,Total,Age 22,1.0
2009,Chichester,Total,Age 23,1024.0
2009,Chichester,Total,Age 23,0.9
2009,Chichester,Total,Age 24,1123.0
2009,Chichester,Total,Age 24,1.0
2009,Chichester,Total,Aged 25-29,5338.0
2009,Chichester,Total,Aged 25-29,4.7
2009,Chichester,Total,Age 25,1048.0
2009,Chichester,Total,Age 25,0.9
2009,Chichester,Total,Age 26,1028.0
2009,Chichester,Total,Age 26,0.9
2009,Chichester,Total,Age 27,1063.0
2009,Chichester,Total,Age 27,0.9
2009,Chichester,Total,Age 28,1093.0
2009,Chichester,Total,Age 28,1.0
2009,Chichester,Total,Age 29,1106.0
2009,Chichester,Total,Age 29,1.0
2009,Chichester,Total,Aged 30-34,4806.0
2009,Chichester,Total,Aged 30-34,4.3
2009,Chichester,Total,Age 30,961.0
2009,Chichester,Total,Age 30,0.9
2009,Chichester,Total,Age 31,917.0
2009,Chichester,Total,Age 31,0.8
2009,Chichester,Total,Age 32,927.0
2009,Chichester,Total,Age 32,0.8
2009,Chichester,Total,Age 33,972.0
2009,Chichester,Total,Age 33,0.9
2009,Chichester,Total,Age 34,1029.0
2009,Chichester,Total,Age 34,0.9
2009,Chichester,Total,Aged 35-39,6353.0
2009,Chichester,Total,Aged 35-39,5.6
2009,Chichester,Total,Age 35,1172.0
2009,Chichester,Total,Age 35,1.0
2009,Chichester,Total,Age 36,1201.0
2009,Chichester,Total,Age 36,1.1
2009,Chichester,Total,Age 37,1335.0
2009,Chichester,Total,Age 37,1.2
2009,Chichester,Total,Age 38,1371.0
2009,Chichester,Total,Age 38,1.2
2009,Chichester,Total,Age 39,1274.0
2009,Chichester,Total,Age 39,1.1
2009,Chichester,Total,Aged 40-44,7858.0
2009,Chichester,Total,Aged 40-44,7.0
2009,Chichester,Total,Age 40,1501.0
2009,Chichester,Total,Age 40,1.3
2009,Chichester,Total,Age 41,1521.0
2009,Chichester,Total,Age 41,1.4
2009,Chichester,Total,Age 42,1569.0
2009,Chichester,Total,Age 42,1.4
2009,Chichester,Total,Age 43,1670.0
2009,Chichester,Total,Age 43,1.5
2009,Chichester,Total,Age 44,1597.0
2009,Chichester,Total,Age 44,1.4
2009,Chichester,Total,Aged 45-49,8100.0
2009,Chichester,Total,Aged 45-49,7.2
2009,Chichester,Total,Age 45,1686.0
2009,Chichester,Total,Age 45,1.5
2009,Chichester,Total,Age 46,1690.0
2009,Chichester,Total,Age 46,1.5
2009,Chichester,Total,Age 47,1662.0
2009,Chichester,Total,Age 47,1.5
2009,Chichester,Total,Age 48,1520.0
2009,Chichester,Total,Age 48,1.4
2009,Chichester,Total,Age 49,1542.0
2009,Chichester,Total,Age 49,1.4
2009,Chichester,Total,Aged 50-54,7550.0
2009,Chichester,Total,Aged 50-54,6.7
2009,Chichester,Total,Age 50,1553.0
2009,Chichester,Total,Age 50,1.4
2009,Chichester,Total,Age 51,1571.0
2009,Chichester,Total,Age 51,1.4
2009,Chichester,Total,Age 52,1502.0
2009,Chichester,Total,Age 52,1.3
2009,Chichester,Total,Age 53,1490.0
2009,Chichester,Total,Age 53,1.3
2009,Chichester,Total,Age 54,1434.0
2009,Chichester,Total,Age 54,1.3
2009,Chichester,Total,Aged 55-59,7242.0
2009,Chichester,Total,Aged 55-59,6.4
2009,Chichester,Total,Age 55,1422.0
2009,Chichester,Total,Age 55,1.3
2009,Chichester,Total,Age 56,1471.0
2009,Chichester,Total,Age 56,1.3
2009,Chichester,Total,Age 57,1352.0
2009,Chichester,Total,Age 57,1.2
2009,Chichester,Total,Age 58,1470.0
2009,Chichester,Total,Age 58,1.3
2009,Chichester,Total,Age 59,1527.0
2009,Chichester,Total,Age 59,1.4
2009,Chichester,Total,Aged 60-64,8500.0
2009,Chichester,Total,Aged 60-64,7.6
2009,Chichester,Total,Age 60,1603.0
2009,Chichester,Total,Age 60,1.4
2009,Chichester,Total,Age 61,1732.0
2009,Chichester,Total,Age 61,1.5
2009,Chichester,Total,Age 62,1994.0
2009,Chichester,Total,Age 62,1.8
2009,Chichester,Total,Age 63,1576.0
2009,Chichester,Total,Age 63,1.4
2009,Chichester,Total,Age 64,1595.0
2009,Chichester,Total,Age 64,1.4
2009,Chichester,Total,Aged 65-69,7095.0
2009,Chichester,Total,Aged 65-69,6.3
2009,Chichester,Total,Age 65,1583.0
2009,Chichester,Total,Age 65,1.4
2009,Chichester,Total,Age 66,1484.0
2009,Chichester,Total,Age 66,1.3
2009,Chichester,Total,Age 67,1415.0
2009,Chichester,Total,Age 67,1.3
2009,Chichester,Total,Age 68,1290.0
2009,Chichester,Total,Age 68,1.1
2009,Chichester,Total,Age 69,1323.0
2009,Chichester,Total,Age 69,1.2
2009,Chichester,Total,Aged 70-74,6157.0
2009,Chichester,Total,Aged 70-74,5.5
2009,Chichester,Total,Age 70,1249.0
2009,Chichester,Total,Age 70,1.1
2009,Chichester,Total,Age 71,1283.0
2009,Chichester,Total,Age 71,1.1
2009,Chichester,Total,Age 72,1239.0
2009,Chichester,Total,Age 72,1.1
2009,Chichester,Total,Age 73,1196.0
2009,Chichester,Total,Age 73,1.1
2009,Chichester,Total,Age 74,1190.0
2009,Chichester,Total,Age 74,1.1
2009,Chichester,Total,Aged 75-79,5338.0
2009,Chichester,Total,Aged 75-79,4.7
2009,Chichester,Total,Age 75,1116.0
2009,Chichester,Total,Age 75,1.0
2009,Chichester,Total,Age 76,1102.0
2009,Chichester,Total,Age 76,1.0
2009,Chichester,Total,Age 77,1117.0
2009,Chichester,Total,Age 77,1.0
2009,Chichester,Total,Age 78,1015.0
2009,Chichester,Total,Age 78,0.9
2009,Chichester,Total,Age 79,988.0
2009,Chichester,Total,Age 79,0.9
2009,Chichester,Total,Aged 80-84,4142.0
2009,Chichester,Total,Aged 80-84,3.7
2009,Chichester,Total,Age 80,955.0
2009,Chichester,Total,Age 80,0.8
2009,Chichester,Total,Age 81,889.0
2009,Chichester,Total,Age 81,0.8
2009,Chichester,Total,Age 82,846.0
2009,Chichester,Total,Age 82,0.8
2009,Chichester,Total,Age 83,783.0
2009,Chichester,Total,Age 83,0.7
2009,Chichester,Total,Age 84,669.0
2009,Chichester,Total,Age 84,0.6
2009,Chichester,Total,Aged 85+,4119.0
2009,Chichester,Total,Aged 85+,3.7
2009,Chichester,Total,Age 85,634.0
2009,Chichester,Total,Age 85,0.6
2009,Chichester,Total,Age 86,649.0
2009,Chichester,Total,Age 86,0.6
2009,Chichester,Total,Age 87,556.0
2009,Chichester,Total,Age 87,0.5
2009,Chichester,Total,Age 88,576.0
2009,Chichester,Total,Age 88,0.5
2009,Chichester,Total,Age 89,436.0
2009,Chichester,Total,Age 89,0.4
2009,Chichester,Total,Aged 90+,1268.0
2009,Chichester,Total,Aged 90+,1.1
2009,Chichester,Male,All Ages,53564.0
2009,Chichester,Male,All Ages,100.0
2009,Chichester,Male,Aged 0 to 15,9716.0
2009,Chichester,Male,Aged 0 to 15,18.1
2009,Chichester,Male,Aged 16+,43848.0
2009,Chichester,Male,Aged 16+,81.9
2009,Chichester,Male,Aged 16 to 64,32182.0
2009,Chichester,Male,Aged 16 to 64,60.1
2009,Chichester,Male,Aged 16 to 24,5547.0
2009,Chichester,Male,Aged 16 to 24,10.4
2009,Chichester,Male,Aged 16 to 17,1313.0
2009,Chichester,Male,Aged 16 to 17,2.5
2009,Chichester,Male,Aged 18 to 24,4234.0
2009,Chichester,Male,Aged 18 to 24,7.9
2009,Chichester,Male,Aged 18 to 21,2667.0
2009,Chichester,Male,Aged 18 to 21,5.0
2009,Chichester,Male,Aged 25 to 49,15487.0
2009,Chichester,Male,Aged 25 to 49,28.9
2009,Chichester,Male,Aged 50 to 64,11148.0
2009,Chichester,Male,Aged 50 to 64,20.8
2009,Chichester,Male,Aged 65+,11666.0
2009,Chichester,Male,Aged 65+,21.8
2009,Chichester,Male,All Ages,53564.0
2009,Chichester,Male,All Ages,100.0
2009,Chichester,Male,Age 0 - 4,2877.0
2009,Chichester,Male,Age 0 - 4,5.4
2009,Chichester,Male,Age 0,575.0
2009,Chichester,Male,Age 0,1.1
2009,Chichester,Male,Age 1,570.0
2009,Chichester,Male,Age 1,1.1
2009,Chichester,Male,Age 2,604.0
2009,Chichester,Male,Age 2,1.1
2009,Chichester,Male,Age 3,588.0
2009,Chichester,Male,Age 3,1.1
2009,Chichester,Male,Age 4,540.0
2009,Chichester,Male,Age 4,1.0
2009,Chichester,Male,Aged 5-9,2878.0
2009,Chichester,Male,Aged 5-9,5.4
2009,Chichester,Male,Age 5,576.0
2009,Chichester,Male,Age 5,1.1
2009,Chichester,Male,Age 6,563.0
2009,Chichester,Male,Age 6,1.1
2009,Chichester,Male,Age 7,545.0
2009,Chichester,Male,Age 7,1.0
2009,Chichester,Male,Age 8,597.0
2009,Chichester,Male,Age 8,1.1
2009,Chichester,Male,Age 9,597.0
2009,Chichester,Male,Age 9,1.1
2009,Chichester,Male,Aged 10-14,3316.0
2009,Chichester,Male,Aged 10-14,6.2
2009,Chichester,Male,Age 10,644.0
2009,Chichester,Male,Age 10,1.2
2009,Chichester,Male,Age 11,699.0
2009,Chichester,Male,Age 11,1.3
2009,Chichester,Male,Age 12,679.0
2009,Chichester,Male,Age 12,1.3
2009,Chichester,Male,Age 13,708.0
2009,Chichester,Male,Age 13,1.3
2009,Chichester,Male,Age 14,586.0
2009,Chichester,Male,Age 14,1.1
2009,Chichester,Male,Aged 15-19,3409.0
2009,Chichester,Male,Aged 15-19,6.4
2009,Chichester,Male,Age 15,645.0
2009,Chichester,Male,Age 15,1.2
2009,Chichester,Male,Age 16,611.0
2009,Chichester,Male,Age 16,1.1
2009,Chichester,Male,Age 17,702.0
2009,Chichester,Male,Age 17,1.3
2009,Chichester,Male,Age 18,736.0
2009,Chichester,Male,Age 18,1.4
2009,Chichester,Male,Age 19,715.0
2009,Chichester,Male,Age 19,1.3
2009,Chichester,Male,Aged 20-24,2783.0
2009,Chichester,Male,Aged 20-24,5.2
2009,Chichester,Male,Age 20,630.0
2009,Chichester,Male,Age 20,1.2
2009,Chichester,Male,Age 21,586.0
2009,Chichester,Male,Age 21,1.1
2009,Chichester,Male,Age 22,494.0
2009,Chichester,Male,Age 22,0.9
2009,Chichester,Male,Age 23,504.0
2009,Chichester,Male,Age 23,0.9
2009,Chichester,Male,Age 24,569.0
2009,Chichester,Male,Age 24,1.1
2009,Chichester,Male,Aged 25-29,2629.0
2009,Chichester,Male,Aged 25-29,4.9
2009,Chichester,Male,Age 25,523.0
2009,Chichester,Male,Age 25,1.0
2009,Chichester,Male,Age 26,528.0
2009,Chichester,Male,Age 26,1.0
2009,Chichester,Male,Age 27,516.0
2009,Chichester,Male,Age 27,1.0
2009,Chichester,Male,Age 28,543.0
2009,Chichester,Male,Age 28,1.0
2009,Chichester,Male,Age 29,519.0
2009,Chichester,Male,Age 29,1.0
2009,Chichester,Male,Aged 30-34,2319.0
2009,Chichester,Male,Aged 30-34,4.3
2009,Chichester,Male,Age 30,477.0
2009,Chichester,Male,Age 30,0.9
2009,Chichester,Male,Age 31,437.0
2009,Chichester,Male,Age 31,0.8
2009,Chichester,Male,Age 32,446.0
2009,Chichester,Male,Age 32,0.8
2009,Chichester,Male,Age 33,463.0
2009,Chichester,Male,Age 33,0.9
2009,Chichester,Male,Age 34,496.0
2009,Chichester,Male,Age 34,0.9
2009,Chichester,Male,Aged 35-39,2953.0
2009,Chichester,Male,Aged 35-39,5.5
2009,Chichester,Male,Age 35,529.0
2009,Chichester,Male,Age 35,1.0
2009,Chichester,Male,Age 36,561.0
2009,Chichester,Male,Age 36,1.0
2009,Chichester,Male,Age 37,628.0
2009,Chichester,Male,Age 37,1.2
2009,Chichester,Male,Age 38,607.0
2009,Chichester,Male,Age 38,1.1
2009,Chichester,Male,Age 39,628.0
2009,Chichester,Male,Age 39,1.2
2009,Chichester,Male,Aged 40-44,3780.0
2009,Chichester,Male,Aged 40-44,7.1
2009,Chichester,Male,Age 40,755.0
2009,Chichester,Male,Age 40,1.4
2009,Chichester,Male,Age 41,753.0
2009,Chichester,Male,Age 41,1.4
2009,Chichester,Male,Age 42,743.0
2009,Chichester,Male,Age 42,1.4
2009,Chichester,Male,Age 43,791.0
2009,Chichester,Male,Age 43,1.5
2009,Chichester,Male,Age 44,738.0
2009,Chichester,Male,Age 44,1.4
2009,Chichester,Male,Aged 45-49,3806.0
2009,Chichester,Male,Aged 45-49,7.1
2009,Chichester,Male,Age 45,800.0
2009,Chichester,Male,Age 45,1.5
2009,Chichester,Male,Age 46,806.0
2009,Chichester,Male,Age 46,1.5
2009,Chichester,Male,Age 47,777.0
2009,Chichester,Male,Age 47,1.5
2009,Chichester,Male,Age 48,721.0
2009,Chichester,Male,Age 48,1.3
2009,Chichester,Male,Age 49,702.0
2009,Chichester,Male,Age 49,1.3
2009,Chichester,Male,Aged 50-54,3676.0
2009,Chichester,Male,Aged 50-54,6.9
2009,Chichester,Male,Age 50,754.0
2009,Chichester,Male,Age 50,1.4
2009,Chichester,Male,Age 51,738.0
2009,Chichester,Male,Age 51,1.4
2009,Chichester,Male,Age 52,731.0
2009,Chichester,Male,Age 52,1.4
2009,Chichester,Male,Age 53,721.0
2009,Chichester,Male,Age 53,1.3
2009,Chichester,Male,Age 54,732.0
2009,Chichester,Male,Age 54,1.4
2009,Chichester,Male,Aged 55-59,3491.0
2009,Chichester,Male,Aged 55-59,6.5
2009,Chichester,Male,Age 55,694.0
2009,Chichester,Male,Age 55,1.3
2009,Chichester,Male,Age 56,725.0
2009,Chichester,Male,Age 56,1.4
2009,Chichester,Male,Age 57,673.0
2009,Chichester,Male,Age 57,1.3
2009,Chichester,Male,Age 58,698.0
2009,Chichester,Male,Age 58,1.3
2009,Chichester,Male,Age 59,701.0
2009,Chichester,Male,Age 59,1.3
2009,Chichester,Male,Aged 60-64,3981.0
2009,Chichester,Male,Aged 60-64,7.4
2009,Chichester,Male,Age 60,744.0
2009,Chichester,Male,Age 60,1.4
2009,Chichester,Male,Age 61,808.0
2009,Chichester,Male,Age 61,1.5
2009,Chichester,Male,Age 62,923.0
2009,Chichester,Male,Age 62,1.7
2009,Chichester,Male,Age 63,767.0
2009,Chichester,Male,Age 63,1.4
2009,Chichester,Male,Age 64,739.0
2009,Chichester,Male,Age 64,1.4
2009,Chichester,Male,Aged 65-69,3386.0
2009,Chichester,Male,Aged 65-69,6.3
2009,Chichester,Male,Age 65,761.0
2009,Chichester,Male,Age 65,1.4
2009,Chichester,Male,Age 66,708.0
2009,Chichester,Male,Age 66,1.3
2009,Chichester,Male,Age 67,679.0
2009,Chichester,Male,Age 67,1.3
2009,Chichester,Male,Age 68,620.0
2009,Chichester,Male,Age 68,1.2
2009,Chichester,Male,Age 69,618.0
2009,Chichester,Male,Age 69,1.2
2009,Chichester,Male,Aged 70-74,2879.0
2009,Chichester,Male,Aged 70-74,5.4
2009,Chichester,Male,Age 70,569.0
2009,Chichester,Male,Age 70,1.1
2009,Chichester,Male,Age 71,617.0
2009,Chichester,Male,Age 71,1.2
2009,Chichester,Male,Age 72,598.0
2009,Chichester,Male,Age 72,1.1
2009,Chichester,Male,Age 73,572.0
2009,Chichester,Male,Age 73,1.1
2009,Chichester,Male,Age 74,523.0
2009,Chichester,Male,Age 74,1.0
2009,Chichester,Male,Aged 75-79,2366.0
2009,Chichester,Male,Aged 75-79,4.4
2009,Chichester,Male,Age 75,524.0
2009,Chichester,Male,Age 75,1.0
2009,Chichester,Male,Age 76,494.0
2009,Chichester,Male,Age 76,0.9
2009,Chichester,Male,Age 77,501.0
2009,Chichester,Male,Age 77,0.9
2009,Chichester,Male,Age 78,419.0
2009,Chichester,Male,Age 78,0.8
2009,Chichester,Male,Age 79,428.0
2009,Chichester,Male,Age 79,0.8
2009,Chichester,Male,Aged 80-84,1678.0
2009,Chichester,Male,Aged 80-84,3.1
2009,Chichester,Male,Age 80,408.0
2009,Chichester,Male,Age 80,0.8
2009,Chichester,Male,Age 81,388.0
2009,Chichester,Male,Age 81,0.7
2009,Chichester,Male,Age 82,325.0
2009,Chichester,Male,Age 82,0.6
2009,Chichester,Male,Age 83,318.0
2009,Chichester,Male,Age 83,0.6
2009,Chichester,Male,Age 84,239.0
2009,Chichester,Male,Age 84,0.4
2009,Chichester,Male,Aged 85+,1357.0
2009,Chichester,Male,Aged 85+,2.5
2009,Chichester,Male,Age 85,261.0
2009,Chichester,Male,Age 85,0.5
2009,Chichester,Male,Age 86,224.0
2009,Chichester,Male,Age 86,0.4
2009,Chichester,Male,Age 87,192.0
2009,Chichester,Male,Age 87,0.4
2009,Chichester,Male,Age 88,201.0
2009,Chichester,Male,Age 88,0.4
2009,Chichester,Male,Age 89,123.0
2009,Chichester,Male,Age 89,0.2
2009,Chichester,Male,Aged 90+,356.0
2009,Chichester,Male,Aged 90+,0.7
2009,Chichester,Female,All Ages,58910.0
2009,Chichester,Female,All Ages,100.0
2009,Chichester,Female,Aged 0 to 15,8892.0
2009,Chichester,Female,Aged 0 to 15,15.1
2009,Chichester,Female,Aged 16+,50018.0
2009,Chichester,Female,Aged 16+,84.9
2009,Chichester,Female,Aged 16 to 64,34833.0
2009,Chichester,Female,Aged 16 to 64,59.1
2009,Chichester,Female,Aged 16 to 24,5721.0
2009,Chichester,Female,Aged 16 to 24,9.7
2009,Chichester,Female,Aged 16 to 17,1240.0
2009,Chichester,Female,Aged 16 to 17,2.1
2009,Chichester,Female,Aged 18 to 24,4481.0
2009,Chichester,Female,Aged 18 to 24,7.6
2009,Chichester,Female,Aged 18 to 21,2830.0
2009,Chichester,Female,Aged 18 to 21,4.8
2009,Chichester,Female,Aged 25 to 49,16968.0
2009,Chichester,Female,Aged 25 to 49,28.8
2009,Chichester,Female,Aged 50 to 64,12144.0
2009,Chichester,Female,Aged 50 to 64,20.6
2009,Chichester,Female,Aged 65+,15185.0
2009,Chichester,Female,Aged 65+,25.8
2009,Chichester,Female,All Ages,58910.0
2009,Chichester,Female,All Ages,100.0
2009,Chichester,Female,Age 0 - 4,2695.0
2009,Chichester,Female,Age 0 - 4,4.6
2009,Chichester,Female,Age 0,565.0
2009,Chichester,Female,Age 0,1.0
2009,Chichester,Female,Age 1,553.0
2009,Chichester,Female,Age 1,0.9
2009,Chichester,Female,Age 2,509.0
2009,Chichester,Female,Age 2,0.9
2009,Chichester,Female,Age 3,533.0
2009,Chichester,Female,Age 3,0.9
2009,Chichester,Female,Age 4,535.0
2009,Chichester,Female,Age 4,0.9
2009,Chichester,Female,Aged 5-9,2674.0
2009,Chichester,Female,Aged 5-9,4.5
2009,Chichester,Female,Age 5,526.0
2009,Chichester,Female,Age 5,0.9
2009,Chichester,Female,Age 6,528.0
2009,Chichester,Female,Age 6,0.9
2009,Chichester,Female,Age 7,537.0
2009,Chichester,Female,Age 7,0.9
2009,Chichester,Female,Age 8,521.0
2009,Chichester,Female,Age 8,0.9
2009,Chichester,Female,Age 9,562.0
2009,Chichester,Female,Age 9,1.0
2009,Chichester,Female,Aged 10-14,2954.0
2009,Chichester,Female,Aged 10-14,5.0
2009,Chichester,Female,Age 10,576.0
2009,Chichester,Female,Age 10,1.0
2009,Chichester,Female,Age 11,623.0
2009,Chichester,Female,Age 11,1.1
2009,Chichester,Female,Age 12,593.0
2009,Chichester,Female,Age 12,1.0
2009,Chichester,Female,Age 13,611.0
2009,Chichester,Female,Age 13,1.0
2009,Chichester,Female,Age 14,551.0
2009,Chichester,Female,Age 14,0.9
2009,Chichester,Female,Aged 15-19,3321.0
2009,Chichester,Female,Aged 15-19,5.6
2009,Chichester,Female,Age 15,569.0
2009,Chichester,Female,Age 15,1.0
2009,Chichester,Female,Age 16,621.0
2009,Chichester,Female,Age 16,1.1
2009,Chichester,Female,Age 17,619.0
2009,Chichester,Female,Age 17,1.1
2009,Chichester,Female,Age 18,755.0
2009,Chichester,Female,Age 18,1.3
2009,Chichester,Female,Age 19,757.0
2009,Chichester,Female,Age 19,1.3
2009,Chichester,Female,Aged 20-24,2969.0
2009,Chichester,Female,Aged 20-24,5.0
2009,Chichester,Female,Age 20,682.0
2009,Chichester,Female,Age 20,1.2
2009,Chichester,Female,Age 21,636.0
2009,Chichester,Female,Age 21,1.1
2009,Chichester,Female,Age 22,577.0
2009,Chichester,Female,Age 22,1.0
2009,Chichester,Female,Age 23,520.0
2009,Chichester,Female,Age 23,0.9
2009,Chichester,Female,Age 24,554.0
2009,Chichester,Female,Age 24,0.9
2009,Chichester,Female,Aged 25-29,2709.0
2009,Chichester,Female,Aged 25-29,4.6
2009,Chichester,Female,Age 25,525.0
2009,Chichester,Female,Age 25,0.9
2009,Chichester,Female,Age 26,500.0
2009,Chichester,Female,Age 26,0.8
2009,Chichester,Female,Age 27,547.0
2009,Chichester,Female,Age 27,0.9
2009,Chichester,Female,Age 28,550.0
2009,Chichester,Female,Age 28,0.9
2009,Chichester,Female,Age 29,587.0
2009,Chichester,Female,Age 29,1.0
2009,Chichester,Female,Aged 30-34,2487.0
2009,Chichester,Female,Aged 30-34,4.2
2009,Chichester,Female,Age 30,484.0
2009,Chichester,Female,Age 30,0.8
2009,Chichester,Female,Age 31,480.0
2009,Chichester,Female,Age 31,0.8
2009,Chichester,Female,Age 32,481.0
2009,Chichester,Female,Age 32,0.8
2009,Chichester,Female,Age 33,509.0
2009,Chichester,Female,Age 33,0.9
2009,Chichester,Female,Age 34,533.0
2009,Chichester,Female,Age 34,0.9
2009,Chichester,Female,Aged 35-39,3400.0
2009,Chichester,Female,Aged 35-39,5.8
2009,Chichester,Female,Age 35,643.0
2009,Chichester,Female,Age 35,1.1
2009,Chichester,Female,Age 36,640.0
2009,Chichester,Female,Age 36,1.1
2009,Chichester,Female,Age 37,707.0
2009,Chichester,Female,Age 37,1.2
2009,Chichester,Female,Age 38,764.0
2009,Chichester,Female,Age 38,1.3
2009,Chichester,Female,Age 39,646.0
2009,Chichester,Female,Age 39,1.1
2009,Chichester,Female,Aged 40-44,4078.0
2009,Chichester,Female,Aged 40-44,6.9
2009,Chichester,Female,Age 40,746.0
2009,Chichester,Female,Age 40,1.3
2009,Chichester,Female,Age 41,768.0
2009,Chichester,Female,Age 41,1.3
2009,Chichester,Female,Age 42,826.0
2009,Chichester,Female,Age 42,1.4
2009,Chichester,Female,Age 43,879.0
2009,Chichester,Female,Age 43,1.5
2009,Chichester,Female,Age 44,859.0
2009,Chichester,Female,Age 44,1.5
2009,Chichester,Female,Aged 45-49,4294.0
2009,Chichester,Female,Aged 45-49,7.3
2009,Chichester,Female,Age 45,886.0
2009,Chichester,Female,Age 45,1.5
2009,Chichester,Female,Age 46,884.0
2009,Chichester,Female,Age 46,1.5
2009,Chichester,Female,Age 47,885.0
2009,Chichester,Female,Age 47,1.5
2009,Chichester,Female,Age 48,799.0
2009,Chichester,Female,Age 48,1.4
2009,Chichester,Female,Age 49,840.0
2009,Chichester,Female,Age 49,1.4
2009,Chichester,Female,Aged 50-54,3874.0
2009,Chichester,Female,Aged 50-54,6.6
2009,Chichester,Female,Age 50,799.0
2009,Chichester,Female,Age 50,1.4
2009,Chichester,Female,Age 51,833.0
2009,Chichester,Female,Age 51,1.4
2009,Chichester,Female,Age 52,771.0
2009,Chichester,Female,Age 52,1.3
2009,Chichester,Female,Age 53,769.0
2009,Chichester,Female,Age 53,1.3
2009,Chichester,Female,Age 54,702.0
2009,Chichester,Female,Age 54,1.2
2009,Chichester,Female,Aged 55-59,3751.0
2009,Chichester,Female,Aged 55-59,6.4
2009,Chichester,Female,Age 55,728.0
2009,Chichester,Female,Age 55,1.2
2009,Chichester,Female,Age 56,746.0
2009,Chichester,Female,Age 56,1.3
2009,Chichester,Female,Age 57,679.0
2009,Chichester,Female,Age 57,1.2
2009,Chichester,Female,Age 58,772.0
2009,Chichester,Female,Age 58,1.3
2009,Chichester,Female,Age 59,826.0
2009,Chichester,Female,Age 59,1.4
2009,Chichester,Female,Aged 60-64,4519.0
2009,Chichester,Female,Aged 60-64,7.7
2009,Chichester,Female,Age 60,859.0
2009,Chichester,Female,Age 60,1.5
2009,Chichester,Female,Age 61,924.0
2009,Chichester,Female,Age 61,1.6
2009,Chichester,Female,Age 62,1071.0
2009,Chichester,Female,Age 62,1.8
2009,Chichester,Female,Age 63,809.0
2009,Chichester,Female,Age 63,1.4
