Year,Location,Gender,Age Group,Population
2015,Chichester,Total,Age 78,1102.0
2015,Chichester,Total,Age 78,0.9
2015,Chichester,Total,Age 79,1043.0
2015,Chichester,Total,Age 79,0.9
2015,Chichester,Total,Aged 80-84,4562.0
2015,Chichester,Total,Aged 80-84,3.9
2015,Chichester,Total,Age 80,1037.0
2015,Chichester,Total,Age 80,0.9
2015,Chichester,Total,Age 81,970.0
2015,Chichester,Total,Age 81,0.8
2015,Chichester,Total,Age 82,900.0
2015,Chichester,Total,Age 82,0.8
2015,Chichester,Total,Age 83,886.0
2015,Chichester,Total,Age 83,0.7
2015,Chichester,Total,Age 84,769.0
2015,Chichester,Total,Age 84,0.6
2015,Chichester,Total,Aged 85+,4741.0
2015,Chichester,Total,Aged 85+,4.0
2015,Chichester,Total,Age 85,707.0
2015,Chichester,Total,Age 85,0.6
2015,Chichester,Total,Age 86,681.0
2015,Chichester,Total,Age 86,0.6
2015,Chichester,Total,Age 87,600.0
2015,Chichester,Total,Age 87,0.5
2015,Chichester,Total,Age 88,512.0
2015,Chichester,Total,Age 88,0.4
2015,Chichester,Total,Age 89,450.0
2015,Chichester,Total,Age 89,0.4
2015,Chichester,Total,Aged 90+,1791.0
2015,Chichester,Total,Aged 90+,1.5
2015,Chichester,Male,All Ages,57018.0
2015,Chichester,Male,All Ages,100.0
2015,Chichester,Male,Aged 0 to 15,9830.0
2015,Chichester,Male,Aged 0 to 15,17.2
2015,Chichester,Male,Aged 16+,47188.0
2015,Chichester,Male,Aged 16+,82.8
2015,Chichester,Male,Aged 16 to 64,33440.0
2015,Chichester,Male,Aged 16 to 64,58.6
2015,Chichester,Male,Aged 16 to 24,6484.0
2015,Chichester,Male,Aged 16 to 24,11.4
2015,Chichester,Male,Aged 16 to 17,1274.0
2015,Chichester,Male,Aged 16 to 17,2.2
2015,Chichester,Male,Aged 18 to 24,5210.0
2015,Chichester,Male,Aged 18 to 24,9.1
2015,Chichester,Male,Aged 18 to 21,3117.0
2015,Chichester,Male,Aged 18 to 21,5.5
2015,Chichester,Male,Aged 25 to 49,15444.0
2015,Chichester,Male,Aged 25 to 49,27.1
2015,Chichester,Male,Aged 50 to 64,11512.0
2015,Chichester,Male,Aged 50 to 64,20.2
2015,Chichester,Male,Aged 65+,13748.0
2015,Chichester,Male,Aged 65+,24.1
2015,Chichester,Male,All Ages,57018.0
2015,Chichester,Male,All Ages,100.0
2015,Chichester,Male,Age 0 - 4,3011.0
2015,Chichester,Male,Age 0 - 4,5.3
2015,Chichester,Male,Age 0,563.0
2015,Chichester,Male,Age 0,1.0
2015,Chichester,Male,Age 1,520.0
2015,Chichester,Male,Age 1,0.9
2015,Chichester,Male,Age 2,628.0
2015,Chichester,Male,Age 2,1.1
2015,Chichester,Male,Age 3,648.0
2015,Chichester,Male,Age 3,1.1
2015,Chichester,Male,Age 4,652.0
2015,Chichester,Male,Age 4,1.1
2015,Chichester,Male,Aged 5-9,3176.0
2015,Chichester,Male,Aged 5-9,5.6
2015,Chichester,Male,Age 5,587.0
2015,Chichester,Male,Age 5,1.0
2015,Chichester,Male,Age 6,633.0
2015,Chichester,Male,Age 6,1.1
2015,Chichester,Male,Age 7,644.0
2015,Chichester,Male,Age 7,1.1
2015,Chichester,Male,Age 8,660.0
2015,Chichester,Male,Age 8,1.2
2015,Chichester,Male,Age 9,652.0
2015,Chichester,Male,Age 9,1.1
2015,Chichester,Male,Aged 10-14,3058.0
2015,Chichester,Male,Aged 10-14,5.4
2015,Chichester,Male,Age 10,593.0
2015,Chichester,Male,Age 10,1.0
2015,Chichester,Male,Age 11,643.0
2015,Chichester,Male,Age 11,1.1
2015,Chichester,Male,Age 12,626.0
2015,Chichester,Male,Age 12,1.1
2015,Chichester,Male,Age 13,585.0
2015,Chichester,Male,Age 13,1.0
2015,Chichester,Male,Age 14,611.0
2015,Chichester,Male,Age 14,1.1
2015,Chichester,Male,Aged 15-19,3334.0
2015,Chichester,Male,Aged 15-19,5.8
2015,Chichester,Male,Age 15,585.0
2015,Chichester,Male,Age 15,1.0
2015,Chichester,Male,Age 16,593.0
2015,Chichester,Male,Age 16,1.0
2015,Chichester,Male,Age 17,681.0
2015,Chichester,Male,Age 17,1.2
2015,Chichester,Male,Age 18,686.0
2015,Chichester,Male,Age 18,1.2
2015,Chichester,Male,Age 19,789.0
2015,Chichester,Male,Age 19,1.4
2015,Chichester,Male,Aged 20-24,3735.0
2015,Chichester,Male,Aged 20-24,6.6
2015,Chichester,Male,Age 20,808.0
2015,Chichester,Male,Age 20,1.4
2015,Chichester,Male,Age 21,834.0
2015,Chichester,Male,Age 21,1.5
2015,Chichester,Male,Age 22,733.0
2015,Chichester,Male,Age 22,1.3
2015,Chichester,Male,Age 23,708.0
2015,Chichester,Male,Age 23,1.2
2015,Chichester,Male,Age 24,652.0
2015,Chichester,Male,Age 24,1.1
2015,Chichester,Male,Aged 25-29,2855.0
2015,Chichester,Male,Aged 25-29,5.0
2015,Chichester,Male,Age 25,642.0
2015,Chichester,Male,Age 25,1.1
2015,Chichester,Male,Age 26,583.0
2015,Chichester,Male,Age 26,1.0
2015,Chichester,Male,Age 27,607.0
2015,Chichester,Male,Age 27,1.1
2015,Chichester,Male,Age 28,520.0
2015,Chichester,Male,Age 28,0.9
2015,Chichester,Male,Age 29,503.0
2015,Chichester,Male,Age 29,0.9
2015,Chichester,Male,Aged 30-34,2758.0
2015,Chichester,Male,Aged 30-34,4.8
2015,Chichester,Male,Age 30,573.0
2015,Chichester,Male,Age 30,1.0
2015,Chichester,Male,Age 31,522.0
2015,Chichester,Male,Age 31,0.9
2015,Chichester,Male,Age 32,575.0
2015,Chichester,Male,Age 32,1.0
2015,Chichester,Male,Age 33,553.0
2015,Chichester,Male,Age 33,1.0
2015,Chichester,Male,Age 34,535.0
2015,Chichester,Male,Age 34,0.9
2015,Chichester,Male,Aged 35-39,2681.0
2015,Chichester,Male,Aged 35-39,4.7
2015,Chichester,Male,Age 35,566.0
2015,Chichester,Male,Age 35,1.0
2015,Chichester,Male,Age 36,527.0
2015,Chichester,Male,Age 36,0.9
2015,Chichester,Male,Age 37,527.0
2015,Chichester,Male,Age 37,0.9
2015,Chichester,Male,Age 38,511.0
2015,Chichester,Male,Age 38,0.9
2015,Chichester,Male,Age 39,550.0
2015,Chichester,Male,Age 39,1.0
2015,Chichester,Male,Aged 40-44,3209.0
2015,Chichester,Male,Aged 40-44,5.6
2015,Chichester,Male,Age 40,555.0
2015,Chichester,Male,Age 40,1.0
2015,Chichester,Male,Age 41,630.0
2015,Chichester,Male,Age 41,1.1
2015,Chichester,Male,Age 42,632.0
2015,Chichester,Male,Age 42,1.1
2015,Chichester,Male,Age 43,678.0
2015,Chichester,Male,Age 43,1.2
2015,Chichester,Male,Age 44,714.0
2015,Chichester,Male,Age 44,1.3
2015,Chichester,Male,Aged 45-49,3941.0
2015,Chichester,Male,Aged 45-49,6.9
2015,Chichester,Male,Age 45,712.0
2015,Chichester,Male,Age 45,1.2
2015,Chichester,Male,Age 46,806.0
2015,Chichester,Male,Age 46,1.4
2015,Chichester,Male,Age 47,763.0
2015,Chichester,Male,Age 47,1.3
2015,Chichester,Male,Age 48,813.0
2015,Chichester,Male,Age 48,1.4
2015,Chichester,Male,Age 49,847.0
2015,Chichester,Male,Age 49,1.5
2015,Chichester,Male,Aged 50-54,4041.0
2015,Chichester,Male,Aged 50-54,7.1
2015,Chichester,Male,Age 50,802.0
2015,Chichester,Male,Age 50,1.4
2015,Chichester,Male,Age 51,825.0
2015,Chichester,Male,Age 51,1.4
2015,Chichester,Male,Age 52,848.0
2015,Chichester,Male,Age 52,1.5
2015,Chichester,Male,Age 53,799.0
2015,Chichester,Male,Age 53,1.4
2015,Chichester,Male,Age 54,767.0
2015,Chichester,Male,Age 54,1.3
2015,Chichester,Male,Aged 55-59,3805.0
2015,Chichester,Male,Aged 55-59,6.7
2015,Chichester,Male,Age 55,780.0
2015,Chichester,Male,Age 55,1.4
2015,Chichester,Male,Age 56,801.0
2015,Chichester,Male,Age 56,1.4
2015,Chichester,Male,Age 57,756.0
2015,Chichester,Male,Age 57,1.3
2015,Chichester,Male,Age 58,733.0
2015,Chichester,Male,Age 58,1.3
2015,Chichester,Male,Age 59,735.0
2015,Chichester,Male,Age 59,1.3
2015,Chichester,Male,Aged 60-64,3666.0
2015,Chichester,Male,Aged 60-64,6.4
2015,Chichester,Male,Age 60,755.0
2015,Chichester,Male,Age 60,1.3
2015,Chichester,Male,Age 61,744.0
2015,Chichester,Male,Age 61,1.3
2015,Chichester,Male,Age 62,761.0
2015,Chichester,Male,Age 62,1.3
2015,Chichester,Male,Age 63,691.0
2015,Chichester,Male,Age 63,1.2
2015,Chichester,Male,Age 64,715.0
2015,Chichester,Male,Age 64,1.3
2015,Chichester,Male,Aged 65-69,4035.0
2015,Chichester,Male,Aged 65-69,7.1
2015,Chichester,Male,Age 65,704.0
2015,Chichester,Male,Age 65,1.2
2015,Chichester,Male,Age 66,792.0
2015,Chichester,Male,Age 66,1.4
2015,Chichester,Male,Age 67,830.0
2015,Chichester,Male,Age 67,1.5
2015,Chichester,Male,Age 68,942.0
2015,Chichester,Male,Age 68,1.7
2015,Chichester,Male,Age 69,767.0
2015,Chichester,Male,Age 69,1.3
2015,Chichester,Male,Aged 70-74,3396.0
2015,Chichester,Male,Aged 70-74,6.0
2015,Chichester,Male,Age 70,735.0
2015,Chichester,Male,Age 70,1.3
2015,Chichester,Male,Age 71,757.0
2015,Chichester,Male,Age 71,1.3
2015,Chichester,Male,Age 72,699.0
2015,Chichester,Male,Age 72,1.2
2015,Chichester,Male,Age 73,637.0
2015,Chichester,Male,Age 73,1.1
2015,Chichester,Male,Age 74,568.0
2015,Chichester,Male,Age 74,1.0
2015,Chichester,Male,Aged 75-79,2692.0
2015,Chichester,Male,Aged 75-79,4.7
2015,Chichester,Male,Age 75,589.0
2015,Chichester,Male,Age 75,1.0
2015,Chichester,Male,Age 76,528.0
2015,Chichester,Male,Age 76,0.9
2015,Chichester,Male,Age 77,577.0
2015,Chichester,Male,Age 77,1.0
2015,Chichester,Male,Age 78,504.0
2015,Chichester,Male,Age 78,0.9
2015,Chichester,Male,Age 79,494.0
2015,Chichester,Male,Age 79,0.9
2015,Chichester,Male,Aged 80-84,1963.0
2015,Chichester,Male,Aged 80-84,3.4
2015,Chichester,Male,Age 80,445.0
2015,Chichester,Male,Age 80,0.8
2015,Chichester,Male,Age 81,450.0
2015,Chichester,Male,Age 81,0.8
2015,Chichester,Male,Age 82,387.0
2015,Chichester,Male,Age 82,0.7
2015,Chichester,Male,Age 83,379.0
2015,Chichester,Male,Age 83,0.7
2015,Chichester,Male,Age 84,302.0
2015,Chichester,Male,Age 84,0.5
2015,Chichester,Male,Aged 85+,1662.0
2015,Chichester,Male,Aged 85+,2.9
2015,Chichester,Male,Age 85,293.0
2015,Chichester,Male,Age 85,0.5
2015,Chichester,Male,Age 86,269.0
2015,Chichester,Male,Age 86,0.5
2015,Chichester,Male,Age 87,235.0
2015,Chichester,Male,Age 87,0.4
2015,Chichester,Male,Age 88,196.0
2015,Chichester,Male,Age 88,0.3
2015,Chichester,Male,Age 89,170.0
2015,Chichester,Male,Age 89,0.3
2015,Chichester,Male,Aged 90+,499.0
2015,Chichester,Male,Aged 90+,0.9
2015,Chichester,Female,All Ages,61429.0
2015,Chichester,Female,All Ages,100.0
2015,Chichester,Female,Aged 0 to 15,9154.0
2015,Chichester,Female,Aged 0 to 15,14.9
2015,Chichester,Female,Aged 16+,52275.0
2015,Chichester,Female,Aged 16+,85.1
2015,Chichester,Female,Aged 16 to 64,35007.0
2015,Chichester,Female,Aged 16 to 64,57.0
2015,Chichester,Female,Aged 16 to 24,6042.0
2015,Chichester,Female,Aged 16 to 24,9.8
2015,Chichester,Female,Aged 16 to 17,1146.0
2015,Chichester,Female,Aged 16 to 17,1.9
2015,Chichester,Female,Aged 18 to 24,4896.0
2015,Chichester,Female,Aged 18 to 24,8.0
2015,Chichester,Female,Aged 18 to 21,2957.0
2015,Chichester,Female,Aged 18 to 21,4.8
2015,Chichester,Female,Aged 25 to 49,16391.0
2015,Chichester,Female,Aged 25 to 49,26.7
2015,Chichester,Female,Aged 50 to 64,12574.0
2015,Chichester,Female,Aged 50 to 64,20.5
2015,Chichester,Female,Aged 65+,17268.0
2015,Chichester,Female,Aged 65+,28.1
2015,Chichester,Female,All Ages,61429.0
2015,Chichester,Female,All Ages,100.0
2015,Chichester,Female,Age 0 - 4,2732.0
2015,Chichester,Female,Age 0 - 4,4.4
2015,Chichester,Female,Age 0,541.0
2015,Chichester,Female,Age 0,0.9
2015,Chichester,Female,Age 1,543.0
2015,Chichester,Female,Age 1,0.9
2015,Chichester,Female,Age 2,504.0
2015,Chichester,Female,Age 2,0.8
2015,Chichester,Female,Age 3,588.0
2015,Chichester,Female,Age 3,1.0
2015,Chichester,Female,Age 4,556.0
2015,Chichester,Female,Age 4,0.9
2015,Chichester,Female,Aged 5-9,3015.0
2015,Chichester,Female,Aged 5-9,4.9
2015,Chichester,Female,Age 5,568.0
2015,Chichester,Female,Age 5,0.9
2015,Chichester,Female,Age 6,627.0
2015,Chichester,Female,Age 6,1.0
2015,Chichester,Female,Age 7,619.0
2015,Chichester,Female,Age 7,1.0
2015,Chichester,Female,Age 8,596.0
2015,Chichester,Female,Age 8,1.0
2015,Chichester,Female,Age 9,605.0
2015,Chichester,Female,Age 9,1.0
2015,Chichester,Female,Aged 10-14,2864.0
2015,Chichester,Female,Aged 10-14,4.7
2015,Chichester,Female,Age 10,589.0
2015,Chichester,Female,Age 10,1.0
2015,Chichester,Female,Age 11,571.0
2015,Chichester,Female,Age 11,0.9
2015,Chichester,Female,Age 12,583.0
2015,Chichester,Female,Age 12,0.9
2015,Chichester,Female,Age 13,586.0
2015,Chichester,Female,Age 13,1.0
2015,Chichester,Female,Age 14,535.0
2015,Chichester,Female,Age 14,0.9
2015,Chichester,Female,Aged 15-19,3085.0
2015,Chichester,Female,Aged 15-19,5.0
2015,Chichester,Female,Age 15,543.0
2015,Chichester,Female,Age 15,0.9
2015,Chichester,Female,Age 16,551.0
2015,Chichester,Female,Age 16,0.9
2015,Chichester,Female,Age 17,595.0
2015,Chichester,Female,Age 17,1.0
2015,Chichester,Female,Age 18,643.0
2015,Chichester,Female,Age 18,1.0
2015,Chichester,Female,Age 19,753.0
2015,Chichester,Female,Age 19,1.2
2015,Chichester,Female,Aged 20-24,3500.0
2015,Chichester,Female,Aged 20-24,5.7
2015,Chichester,Female,Age 20,780.0
2015,Chichester,Female,Age 20,1.3
2015,Chichester,Female,Age 21,781.0
2015,Chichester,Female,Age 21,1.3
2015,Chichester,Female,Age 22,666.0
2015,Chichester,Female,Age 22,1.1
2015,Chichester,Female,Age 23,629.0
2015,Chichester,Female,Age 23,1.0
2015,Chichester,Female,Age 24,644.0
2015,Chichester,Female,Age 24,1.0
2015,Chichester,Female,Aged 25-29,2713.0
2015,Chichester,Female,Aged 25-29,4.4
2015,Chichester,Female,Age 25,576.0
2015,Chichester,Female,Age 25,0.9
2015,Chichester,Female,Age 26,567.0
2015,Chichester,Female,Age 26,0.9
2015,Chichester,Female,Age 27,541.0
2015,Chichester,Female,Age 27,0.9
2015,Chichester,Female,Age 28,526.0
2015,Chichester,Female,Age 28,0.9
2015,Chichester,Female,Age 29,503.0
2015,Chichester,Female,Age 29,0.8
2015,Chichester,Female,Aged 30-34,2791.0
2015,Chichester,Female,Aged 30-34,4.5
2015,Chichester,Female,Age 30,556.0
2015,Chichester,Female,Age 30,0.9
2015,Chichester,Female,Age 31,546.0
2015,Chichester,Female,Age 31,0.9
2015,Chichester,Female,Age 32,492.0
2015,Chichester,Female,Age 32,0.8
2015,Chichester,Female,Age 33,596.0
2015,Chichester,Female,Age 33,1.0
2015,Chichester,Female,Age 34,601.0
2015,Chichester,Female,Age 34,1.0
2015,Chichester,Female,Aged 35-39,2999.0
2015,Chichester,Female,Aged 35-39,4.9
2015,Chichester,Female,Age 35,663.0
2015,Chichester,Female,Age 35,1.1
2015,Chichester,Female,Age 36,567.0
2015,Chichester,Female,Age 36,0.9
2015,Chichester,Female,Age 37,575.0
2015,Chichester,Female,Age 37,0.9
2015,Chichester,Female,Age 38,589.0
2015,Chichester,Female,Age 38,1.0
2015,Chichester,Female,Age 39,605.0
2015,Chichester,Female,Age 39,1.0
2015,Chichester,Female,Aged 40-44,3676.0
2015,Chichester,Female,Aged 40-44,6.0
2015,Chichester,Female,Age 40,613.0
2015,Chichester,Female,Age 40,1.0
2015,Chichester,Female,Age 41,736.0
2015,Chichester,Female,Age 41,1.2
2015,Chichester,Female,Age 42,737.0
2015,Chichester,Female,Age 42,1.2
2015,Chichester,Female,Age 43,764.0
2015,Chichester,Female,Age 43,1.2
2015,Chichester,Female,Age 44,826.0
2015,Chichester,Female,Age 44,1.3
2015,Chichester,Female,Aged 45-49,4212.0
2015,Chichester,Female,Aged 45-49,6.9
2015,Chichester,Female,Age 45,748.0
2015,Chichester,Female,Age 45,1.2
2015,Chichester,Female,Age 46,782.0
2015,Chichester,Female,Age 46,1.3
2015,Chichester,Female,Age 47,844.0
2015,Chichester,Female,Age 47,1.4
2015,Chichester,Female,Age 48,913.0
2015,Chichester,Female,Age 48,1.5
2015,Chichester,Female,Age 49,925.0
2015,Chichester,Female,Age 49,1.5
2015,Chichester,Female,Aged 50-54,4461.0
2015,Chichester,Female,Aged 50-54,7.3
2015,Chichester,Female,Age 50,895.0
2015,Chichester,Female,Age 50,1.5
2015,Chichester,Female,Age 51,952.0
2015,Chichester,Female,Age 51,1.5
2015,Chichester,Female,Age 52,880.0
2015,Chichester,Female,Age 52,1.4
2015,Chichester,Female,Age 53,934.0
2015,Chichester,Female,Age 53,1.5
2015,Chichester,Female,Age 54,800.0
2015,Chichester,Female,Age 54,1.3
2015,Chichester,Female,Aged 55-59,4284.0
2015,Chichester,Female,Aged 55-59,7.0
2015,Chichester,Female,Age 55,888.0
2015,Chichester,Female,Age 55,1.4
2015,Chichester,Female,Age 56,846.0
2015,Chichester,Female,Age 56,1.4
2015,Chichester,Female,Age 57,902.0
2015,Chichester,Female,Age 57,1.5
2015,Chichester,Female,Age 58,830.0
2015,Chichester,Female,Age 58,1.4
2015,Chichester,Female,Age 59,818.0
2015,Chichester,Female,Age 59,1.3
2015,Chichester,Female,Aged 60-64,3829.0
2015,Chichester,Female,Aged 60-64,6.2
2015,Chichester,Female,Age 60,736.0
2015,Chichester,Female,Age 60,1.2
2015,Chichester,Female,Age 61,787.0
2015,Chichester,Female,Age 61,1.3
2015,Chichester,Female,Age 62,796.0
2015,Chichester,Female,Age 62,1.3
2015,Chichester,Female,Age 63,715.0
2015,Chichester,Female,Age 63,1.2
2015,Chichester,Female,Age 64,795.0
2015,Chichester,Female,Age 64,1.3
2015,Chichester,Female,Aged 65-69,4690.0
2015,Chichester,Female,Aged 65-69,7.6
2015,Chichester,Female,Age 65,872.0
2015,Chichester,Female,Age 65,1.4
2015,Chichester,Female,Age 66,914.0
2015,Chichester,Female,Age 66,1.5
2015,Chichester,Female,Age 67,993.0
2015,Chichester,Female,Age 67,1.6
2015,Chichester,Female,Age 68,1093.0
2015,Chichester,Female,Age 68,1.8
2015,Chichester,Female,Age 69,818.0
2015,Chichester,Female,Age 69,1.3
2015,Chichester,Female,Aged 70-74,3831.0
2015,Chichester,Female,Aged 70-74,6.2
2015,Chichester,Female,Age 70,872.0
2015,Chichester,Female,Age 70,1.4
2015,Chichester,Female,Age 71,828.0
2015,Chichester,Female,Age 71,1.3
2015,Chichester,Female,Age 72,749.0
2015,Chichester,Female,Age 72,1.2
2015,Chichester,Female,Age 73,733.0
2015,Chichester,Female,Age 73,1.2
2015,Chichester,Female,Age 74,649.0
2015,Chichester,Female,Age 74,1.1
2015,Chichester,Female,Aged 75-79,3069.0
2015,Chichester,Female,Aged 75-79,5.0
2015,Chichester,Female,Age 75,674.0
2015,Chichester,Female,Age 75,1.1
2015,Chichester,Female,Age 76,632.0
2015,Chichester,Female,Age 76,1.0
2015,Chichester,Female,Age 77,616.0
2015,Chichester,Female,Age 77,1.0
2015,Chichester,Female,Age 78,598.0
2015,Chichester,Female,Age 78,1.0
2015,Chichester,Female,Age 79,549.0
2015,Chichester,Female,Age 79,0.9
2015,Chichester,Female,Aged 80-84,2599.0
2015,Chichester,Female,Aged 80-84,4.2
2015,Chichester,Female,Age 80,592.0
2015,Chichester,Female,Age 80,1.0
2015,Chichester,Female,Age 81,520.0
2015,Chichester,Female,Age 81,0.8
2015,Chichester,Female,Age 82,513.0
2015,Chichester,Female,Age 82,0.8
2015,Chichester,Female,Age 83,507.0
2015,Chichester,Female,Age 83,0.8
2015,Chichester,Female,Age 84,467.0
2015,Chichester,Female,Age 84,0.8
2015,Chichester,Female,Aged 85+,3079.0
2015,Chichester,Female,Aged 85+,5.0
2015,Chichester,Female,Age 85,414.0
2015,Chichester,Female,Age 85,0.7
2015,Chichester,Female,Age 86,412.0
2015,Chichester,Female,Age 86,0.7
2015,Chichester,Female,Age 87,365.0
2015,Chichester,Female,Age 87,0.6
2015,Chichester,Female,Age 88,316.0
2015,Chichester,Female,Age 88,0.5
2015,Chichester,Female,Age 89,280.0
2015,Chichester,Female,Age 89,0.5
2015,Chichester,Female,Aged 90+,1292.0
2015,Chichester,Female,Aged 90+,2.1
2016,Chichester,Total,All Ages,119711.0
2016,Chichester,Total,All Ages,100.0
2016,Chichester,Total,Aged 0 to 15,19152.0
2016,Chichester,Total,Aged 0 to 15,16.0
2016,Chichester,Total,Aged 16+,100559.0
2016,Chichester,Total,Aged 16+,84.0
2016,Chichester,Total,Aged 16 to 64,69112.0
2016,Chichester,Total,Aged 16 to 64,57.7
2016,Chichester,Total,Aged 16 to 24,12495.0
2016,Chichester,Total,Aged 16 to 24,10.4
2016,Chichester,Total,Aged 16 to 17,2290.0
2016,Chichester,Total,Aged 16 to 17,1.9
2016,Chichester,Total,Aged 18 to 24,10205.0
2016,Chichester,Total,Aged 18 to 24,8.5
2016,Chichester,Total,Aged 18 to 21,6072.0
2016,Chichester,Total,Aged 18 to 21,5.1
2016,Chichester,Total,Aged 25 to 49,31953.0
2016,Chichester,Total,Aged 25 to 49,26.7
2016,Chichester,Total,Aged 50 to 64,24664.0
2016,Chichester,Total,Aged 50 to 64,20.6
2016,Chichester,Total,Aged 65+,31447.0
2016,Chichester,Total,Aged 65+,26.3
2016,Chichester,Total,All Ages,119711.0
2016,Chichester,Total,All Ages,100.0
2016,Chichester,Total,Age 0 - 4,5679.0
2016,Chichester,Total,Age 0 - 4,4.7
2016,Chichester,Total,Age 0,1003.0
2016,Chichester,Total,Age 0,0.8
2016,Chichester,Total,Age 1,1145.0
2016,Chichester,Total,Age 1,1.0
2016,Chichester,Total,Age 2,1099.0
2016,Chichester,Total,Age 2,0.9
2016,Chichester,Total,Age 3,1167.0
2016,Chichester,Total,Age 3,1.0
2016,Chichester,Total,Age 4,1265.0
2016,Chichester,Total,Age 4,1.1
2016,Chichester,Total,Aged 5-9,6241.0
2016,Chichester,Total,Aged 5-9,5.2
2016,Chichester,Total,Age 5,1243.0
2016,Chichester,Total,Age 5,1.0
2016,Chichester,Total,Age 6,1161.0
2016,Chichester,Total,Age 6,1.0
2016,Chichester,Total,Age 7,1279.0
2016,Chichester,Total,Age 7,1.1
2016,Chichester,Total,Age 8,1283.0
2016,Chichester,Total,Age 8,1.1
2016,Chichester,Total,Age 9,1275.0
2016,Chichester,Total,Age 9,1.1
2016,Chichester,Total,Aged 10-14,6077.0
2016,Chichester,Total,Aged 10-14,5.1
2016,Chichester,Total,Age 10,1300.0
2016,Chichester,Total,Age 10,1.1
2016,Chichester,Total,Age 11,1198.0
2016,Chichester,Total,Age 11,1.0
2016,Chichester,Total,Age 12,1224.0
2016,Chichester,Total,Age 12,1.0
2016,Chichester,Total,Age 13,1226.0
2016,Chichester,Total,Age 13,1.0
2016,Chichester,Total,Age 14,1129.0
2016,Chichester,Total,Age 14,0.9
2016,Chichester,Total,Aged 15-19,6403.0
2016,Chichester,Total,Aged 15-19,5.3
2016,Chichester,Total,Age 15,1155.0
2016,Chichester,Total,Age 15,1.0
2016,Chichester,Total,Age 16,1133.0
2016,Chichester,Total,Age 16,0.9
2016,Chichester,Total,Age 17,1157.0
2016,Chichester,Total,Age 17,1.0
2016,Chichester,Total,Age 18,1372.0
2016,Chichester,Total,Age 18,1.1
2016,Chichester,Total,Age 19,1586.0
2016,Chichester,Total,Age 19,1.3
2016,Chichester,Total,Aged 20-24,7247.0
2016,Chichester,Total,Aged 20-24,6.1
2016,Chichester,Total,Age 20,1582.0
2016,Chichester,Total,Age 20,1.3
2016,Chichester,Total,Age 21,1532.0
2016,Chichester,Total,Age 21,1.3
2016,Chichester,Total,Age 22,1473.0
2016,Chichester,Total,Age 22,1.2
2016,Chichester,Total,Age 23,1326.0
2016,Chichester,Total,Age 23,1.1
2016,Chichester,Total,Age 24,1334.0
2016,Chichester,Total,Age 24,1.1
2016,Chichester,Total,Aged 25-29,5843.0
2016,Chichester,Total,Aged 25-29,4.9
2016,Chichester,Total,Age 25,1246.0
2016,Chichester,Total,Age 25,1.0
2016,Chichester,Total,Age 26,1207.0
2016,Chichester,Total,Age 26,1.0
2016,Chichester,Total,Age 27,1148.0
2016,Chichester,Total,Age 27,1.0
2016,Chichester,Total,Age 28,1174.0
2016,Chichester,Total,Age 28,1.0
2016,Chichester,Total,Age 29,1068.0
2016,Chichester,Total,Age 29,0.9
2016,Chichester,Total,Aged 30-34,5623.0
2016,Chichester,Total,Aged 30-34,4.7
2016,Chichester,Total,Age 30,1034.0
2016,Chichester,Total,Age 30,0.9
2016,Chichester,Total,Age 31,1174.0
2016,Chichester,Total,Age 31,1.0
2016,Chichester,Total,Age 32,1091.0
2016,Chichester,Total,Age 32,0.9
2016,Chichester,Total,Age 33,1130.0
2016,Chichester,Total,Age 33,0.9
2016,Chichester,Total,Age 34,1194.0
2016,Chichester,Total,Age 34,1.0
2016,Chichester,Total,Aged 35-39,5847.0
2016,Chichester,Total,Aged 35-39,4.9
2016,Chichester,Total,Age 35,1165.0
2016,Chichester,Total,Age 35,1.0
2016,Chichester,Total,Age 36,1254.0
2016,Chichester,Total,Age 36,1.0
2016,Chichester,Total,Age 37,1148.0
2016,Chichester,Total,Age 37,1.0
2016,Chichester,Total,Age 38,1150.0
2016,Chichester,Total,Age 38,1.0
2016,Chichester,Total,Age 39,1130.0
2016,Chichester,Total,Age 39,0.9
2016,Chichester,Total,Aged 40-44,6642.0
2016,Chichester,Total,Aged 40-44,5.5
2016,Chichester,Total,Age 40,1213.0
2016,Chichester,Total,Age 40,1.0
2016,Chichester,Total,Age 41,1201.0
2016,Chichester,Total,Age 41,1.0
2016,Chichester,Total,Age 42,1372.0
2016,Chichester,Total,Age 42,1.1
2016,Chichester,Total,Age 43,1385.0
2016,Chichester,Total,Age 43,1.2
2016,Chichester,Total,Age 44,1471.0
2016,Chichester,Total,Age 44,1.2
2016,Chichester,Total,Aged 45-49,7998.0
2016,Chichester,Total,Aged 45-49,6.7
2016,Chichester,Total,Age 45,1576.0
2016,Chichester,Total,Age 45,1.3
2016,Chichester,Total,Age 46,1470.0
2016,Chichester,Total,Age 46,1.2
2016,Chichester,Total,Age 47,1593.0
2016,Chichester,Total,Age 47,1.3
2016,Chichester,Total,Age 48,1617.0
2016,Chichester,Total,Age 48,1.4
2016,Chichester,Total,Age 49,1742.0
2016,Chichester,Total,Age 49,1.5
2016,Chichester,Total,Aged 50-54,8831.0
2016,Chichester,Total,Aged 50-54,7.4
2016,Chichester,Total,Age 50,1801.0
2016,Chichester,Total,Age 50,1.5
2016,Chichester,Total,Age 51,1709.0
